mcg,gvh,lip,chg,aac,alm1,alm2,class
0.6845958509569549,0.47524248942582714,1.0,0.5,0.5301616596172181,0.5747575105741729,0.33048497885165423,omL
0.6718563012412023,0.49,1.0,0.5,0.5874252049648092,0.5540718493793989,0.31257479503519076,omL
0.6744568167650379,0.49,1.0,0.5,0.5978272670601511,0.5527715916174811,0.30217273293984886,omL
0.6809752399543765,0.4774148560273741,1.0,0.5,0.5316099040182494,0.5725851439726259,0.33482971205474815,omL
0.7062048694346263,0.4622770783392242,1.0,0.5,0.5215180522261494,0.5877229216607758,0.3045541566784484,omL
0.768614006406207,0.5689920046590595,1.0,0.5,0.37214199009949833,0.5402519988352351,0.014409979616614221,omL
0.7000409472251635,0.4659754316649019,1.0,0.5,0.5239836211099346,0.5840245683350981,0.31195086332980376,omL
0.6887029575039059,0.47277822549765647,1.0,0.5,0.5285188169984377,0.5772217745023436,0.32555645099531294,omL
0.6681915587600906,0.5391493525605436,1.0,0.5,0.6382987051210873,0.5763831175201812,0.19616882479818784,omL
0.6641359969543199,0.5148159817259191,1.0,0.5,0.5896319634518382,0.5682719939086397,0.2772800609136031,omL
0.7685503363741684,0.5689456991812133,1.0,0.5,0.37224038923992153,0.5402635752046967,0.014612566082191414,omL
0.7010677794315965,0.519867475950252,1.0,0.5,0.47653161360571455,0.5525331310124371,0.22932979271764756,omL
0.6946993903862226,0.5152359202808892,1.0,0.5,0.48637366940311044,0.5536910199297778,0.2495928487711097,omL
0.6737213879320859,0.49,1.0,0.5,0.5948855517283436,0.5531393060339571,0.3051144482716564,omL
0.7443473563606596,0.5513435318986615,1.0,0.5,0.4096449947153442,0.5446641170253347,0.09162204794335582,omL
0.6732222856775425,0.49961620776548543,1.0,0.5,0.5195655584983435,0.5575959480586287,0.3179290910260013,omL
0.6639698517625078,0.4876180889424953,1.0,0.5,0.5384120592949969,0.5623819110575047,0.3552361778849907,omL
0.663456925453735,0.5107415527224102,1.0,0.5,0.5814831054448203,0.56691385090747,0.29086149092529956,omL
0.6987207370448612,0.5181605360326262,1.0,0.5,0.48015886093066923,0.5529598659918434,0.23679765485726018,omL
0.7611699252435391,0.5635781274498466,1.0,0.5,0.383646479169076,0.5416054681375384,0.03809569240692118,omL
0.7051541177594034,0.5228393583704751,1.0,0.5,0.47021636346274026,0.5517901604073813,0.21632780712917105,omL
0.6897882008631642,0.47212707948210153,1.0,0.5,0.5280847196547344,0.5778729205178985,0.324254158964203,omL
0.6728976380733827,0.49,1.0,0.5,0.5915905522935303,0.5535511809633088,0.3084094477064697,omL
0.6678287782273599,0.49,1.0,0.5,0.5713151129094395,0.5560856108863201,0.3286848870905605,omL
0.6669192816670735,0.5315156900024406,1.0,0.5,0.6230313800048812,0.5738385633341468,0.22161436665853135,omL
0.6646469046855328,0.5178814281131963,1.0,0.5,0.5957628562263926,0.5692938093710654,0.2670619062893458,omL
0.66619458618261,0.48628324829043407,1.0,0.5,0.5375221655269561,0.563716751709566,0.3525664965808681,omL
0.6956322595208397,0.5159143705606107,1.0,0.5,0.4849319625587022,0.5535214073598473,0.246624628797328,omL
0.667027331082909,0.532163986497454,1.0,0.5,0.6243279729949079,0.574054662165818,0.21945337834182008,omL
0.6844602875025207,0.5077893000018332,1.0,0.5,0.5021977374961044,0.5555526749995418,0.28217181249197965,omL
0.7377082272713527,0.5465150743791656,1.0,0.5,0.41990546694427316,0.5458712314052087,0.11274654959115063,omL
0.6685475071936379,0.5412850431618272,1.0,0.5,0.6425700863236544,0.5770950143872757,0.18904985612724268,omL
0.7587855556234856,0.5618440404534439,1.0,0.5,0.3873314140364314,0.542038989886639,0.0456823230161823,omL
0.6783741031871796,0.49,1.0,0.5,0.6134964127487181,0.5508129484064103,0.28650358725128183,omL
0.705789409763223,0.46252635414206617,1.0,0.5,0.5216842360947108,0.5874736458579338,0.3050527082841323,omL
0.6859563749905969,0.508877363629525,1.0,0.5,0.49988560228725937,0.5552806590926188,0.2774115341208281,omL
0.6673524533066862,0.49534723876849907,1.0,0.5,0.5286371176169394,0.5586631903078753,0.33660583038781644,omL
0.6605536717465529,0.48966779695206825,1.0,0.5,0.5397785313013789,0.5603322030479317,0.3593355939041365,omL
0.6727305527969214,0.49,1.0,0.5,0.5909222111876854,0.5536347236015394,0.3090777888123146,omL
0.6640069575976446,0.4875958254414133,1.0,0.5,0.5383972169609422,0.5624041745585868,0.35519165088282656,omL
0.668603811770055,0.5416228706203295,1.0,0.5,0.6432457412406591,0.5772076235401098,0.1879237645989016,omL
0.6770012494418769,0.49,1.0,0.5,0.6080049977675075,0.5514993752790616,0.2919950022324926,omL
0.6688945179886496,0.5433671079318974,1.0,0.5,0.6467342158637948,0.577789035977299,0.18210964022700887,omL
0.6612979264264837,0.497787558558902,1.0,0.5,0.555575117117804,0.5625958528529674,0.33404147147032665,omL
0.6996096942033773,0.5188070503297288,1.0,0.5,0.4787850180493261,0.5527982374175678,0.23396915480743602,omL
0.6938479072919863,0.46969125562480823,1.0,0.5,0.5264608370832055,0.5803087443751918,0.3193825112496164,omL
0.6732545861207272,0.49,1.0,0.5,0.5930183444829085,0.5533727069396365,0.3069816555170915,omL
0.6673206927030193,0.5339241562181157,1.0,0.5,0.6278483124362315,0.5746413854060386,0.2135861459396142,omL
0.6797511794938936,0.49,1.0,0.5,0.6190047179755742,0.5501244102530533,0.2809952820244258,omL
0.6677843231659838,0.5367059389959027,1.0,0.5,0.6334118779918053,0.5755686463319676,0.20431353668032448,omL
0.6622485627406919,0.49,1.0,0.5,0.5489942509627677,0.5588757186296541,0.35100574903723236,omL
0.6983323409784018,0.4670005954129589,1.0,0.5,0.5246670636086392,0.5829994045870411,0.31400119082591776,omL
0.7246733626885525,0.5370351728644018,1.0,0.5,0.4400502576631461,0.5482412067838995,0.15422111871824198,omL
0.7042012289014421,0.46347926265913475,1.0,0.5,0.5223195084394232,0.5865207373408653,0.30695852531826945,omL
0.7012322705301395,0.4652606376819163,1.0,0.5,0.5235070917879442,0.5847393623180837,0.31052127536383256,omL
0.6627185280112473,0.5063111680674837,1.0,0.5,0.5726223361349673,0.5654370560224946,0.3056294397750545,omL
0.6632723009032963,0.5096338054197772,1.0,0.5,0.5792676108395546,0.5665446018065924,0.29455398193407584,omL
0.6794950286066765,0.5041782026230375,1.0,0.5,0.5098713194260455,0.5564554493442407,0.29797036352421113,omL
0.6619802470382469,0.5018814822294808,1.0,0.5,0.5637629644589617,0.5639604940764936,0.3203950592350639,omL
0.765821772169008,0.5669612888501876,1.0,0.5,0.3764572611933512,0.5407596777874532,0.023294361280429,omL
0.699255640215261,0.5185495565201899,1.0,0.5,0.4793321923945966,0.5528626108699526,0.23509569022416948,omL
0.6836848012044711,0.507225309966888,1.0,0.5,0.503396216320363,0.5556936725082781,0.28463926889486496,omL
0.6685911410441507,0.4848453153735096,1.0,0.5,0.5365635435823397,0.5651546846264904,0.34969063074701917,omL
0.7458962187287598,0.5524699772572799,1.0,0.5,0.40725129832828033,0.54438250568568,0.08669384949940068,omL
0.6609443373503114,0.4906867908002265,1.0,0.5,0.5385405695495187,0.5598283022999434,0.356995290249009,omL
0.6695449687871058,0.5472698127226343,1.0,0.5,0.6545396254452687,0.5790899375742113,0.16910062425788566,omL
0.6695685660708526,0.547411396425115,1.0,0.5,0.65482279285023,0.5791371321417049,0.16862867858294997,omL
0.6600418397270331,0.49025103836219824,1.0,0.5,0.5405020767243965,0.5600836794540661,0.35916320545933905,omL
0.6732926682117056,0.49966739506305863,1.0,0.5,0.5194567854910005,0.5575831512342354,0.3177051465991185,omL
0.7098046007245554,0.46011723956526673,1.0,0.5,0.5200781597101778,0.5898827604347332,0.30023447913053347,omL
0.7215653095920623,0.534774770612409,1.0,0.5,0.4448536124486309,0.5488063073468978,0.1641103785707107,omL
0.6683139378889252,0.539883627333551,1.0,0.5,0.6397672546671018,0.5766278757778502,0.19372124222149692,omL
0.6638220447323084,0.4927796688962243,1.0,0.5,0.5340932035955234,0.5593050827759439,0.34783894857901854,omL
0.6686596533013482,0.5419579198080894,1.0,0.5,0.6439158396161787,0.5773193066026964,0.1868069339730356,omL
0.6671405176589817,0.5328431059538903,1.0,0.5,0.6256862119077806,0.5742810353179634,0.21718964682036568,omL
0.661395874866028,0.48916247508038324,1.0,0.5,0.5394416500535889,0.5608375249196168,0.35832495016076643,omL
0.6662140255055665,0.5272841530333987,1.0,0.5,0.6145683060667974,0.5724280510111329,0.2357194898886712,omL
0.6622771205811422,0.4886337276513147,1.0,0.5,0.5390891517675431,0.5613662723486854,0.3572674553026294,omL
0.6790804633733385,0.47855172197599694,1.0,0.5,0.5323678146506646,0.5714482780240031,0.3371034439519938,omL
0.7487353575627863,0.5545348055002082,1.0,0.5,0.40286353831205757,0.543866298624948,0.07766022593658911,omL
0.6696955941426614,0.48418264351440315,1.0,0.5,0.5361217623429355,0.5658173564855968,0.3483652870288063,omL
0.6733914987187772,0.49,1.0,0.5,0.5935659948751089,0.5533042506406114,0.3064340051248911,omL
0.7306799446192119,0.5414035960866995,1.0,0.5,0.4307673583157634,0.5471491009783251,0.1351092671206894,omL
0.7067083965454721,0.46197496207271677,1.0,0.5,0.5213166413818112,0.5880250379272832,0.3039499241454334,omL
0.6669056335205578,0.5314338011233467,1.0,0.5,0.6228676022466934,0.5738112670411155,0.2218873295888445,omL
0.6666066304626506,0.5296397827759034,1.0,0.5,0.6192795655518066,0.5732132609253011,0.22786739074698892,omL
0.6651287172198139,0.5207723033188835,1.0,0.5,0.601544606637767,0.5702574344396278,0.25742565560372166,omL
0.6997815349798403,0.46613107901209583,1.0,0.5,0.5240873860080639,0.5838689209879042,0.3122621580241916,omL
0.6619310275064709,0.5015861650388255,1.0,0.5,0.5631723300776509,0.5638620550129418,0.32137944987058187,omL
0.6747177329961968,0.48116936020228196,1.0,0.5,0.5341129068015213,0.5688306397977181,0.3423387204045639,omL
0.7080632204105237,0.4611620677536858,1.0,0.5,0.5207747118357905,0.5888379322463142,0.3023241355073715,omL
0.6661705145741936,0.49,1.0,0.5,0.5646820582967746,0.5569147427129032,0.33531794170322543,omL
0.6729653457604772,0.49,1.0,0.5,0.5918613830419087,0.5535173271197614,0.3081386169580913,omL
0.6628187509283646,0.5069125055701873,1.0,0.5,0.5738250111403747,0.5656375018567291,0.3036249814327089,omL
0.7546142190474451,0.5588103411254146,1.0,0.5,0.3937780251084939,0.5427974147186464,0.05895475757631102,omL
0.6702595784074514,0.49,1.0,0.5,0.5810383136298054,0.5548702107962744,0.3189616863701946,omL
0.6736595828334843,0.49,1.0,0.5,0.5946383313339371,0.5531702085832579,0.30536166866606296,omL
0.6667433933654262,0.5304603601925567,1.0,0.5,0.6209207203851135,0.5734867867308522,0.2251321326914777,omL
0.6627572388569711,0.5065434331418268,1.0,0.5,0.5730868662836537,0.5655144777139423,0.30485522286057726,omL
0.6646570980051539,0.49,1.0,0.5,0.5586283920206154,0.5576714509974231,0.3413716079793846,omL
0.7099622268444971,0.4600226638933017,1.0,0.5,0.5200151092622012,0.5899773361066982,0.3000453277866034,omL
0.6752016667086664,0.49,1.0,0.5,0.6008066668346654,0.5523991666456669,0.2991933331653346,omL
0.7271925578396884,0.5388673147925006,1.0,0.5,0.4361569560659361,0.5477831713018749,0.14620549778280958,omL
0.7132011625918122,0.5286917546122271,1.0,0.5,0.45778002144901747,0.5503270613469433,0.19072357357150654,omL
0.6661451540037171,0.5268709240223024,1.0,0.5,0.6137418480446047,0.5722903080074341,0.2370969199256588,omL
0.722871720948787,0.5357248879627542,1.0,0.5,0.4428346130791474,0.5485687780093115,0.15995361516295045,omL
0.6790069118306516,0.47859585290160905,1.0,0.5,0.5323972352677394,0.571404147098391,0.33719170580321806,omL
0.6750029341758488,0.49,1.0,0.5,0.6000117367033951,0.5524985329120756,0.2999882632966049,omL
0.695661550102197,0.4686030699386818,1.0,0.5,0.5257353799591212,0.5813969300613182,0.31720613987736357,omL
0.7277504644852317,0.5392730650801685,1.0,0.5,0.43529473670464186,0.5476817337299579,0.14443034027426266,omL
0.6628946136434124,0.5073676818604741,1.0,0.5,0.5747353637209481,0.5657892272868247,0.3021077271317531,omL
0.6749551823381355,0.49,1.0,0.5,0.5998207293525418,0.5525224088309323,0.3001792706474582,omL
0.6962039059085218,0.5163301133880158,1.0,0.5,0.4840485090504664,0.553417471652996,0.24480575392743076,omL
0.7571132533207362,0.6914433733396319,0.48,0.5,0.820317145635696,0.39823948102467205,0.2979223353889759,om
0.6062681293175849,0.68,0.48,0.5,0.7826185807229777,0.36841238714865177,0.41635045140539284,om
0.6726522089811555,0.6534409637304381,0.48,0.5,0.7200714861833268,0.44655903626956184,0.25562730915362547,om
0.6181565318986264,0.7255304043041206,0.48,0.5,0.5670957232903853,0.36262612759450585,0.30960867025343386,om
0.7371602716474563,0.7525101584610162,0.48,0.5,0.8107404074711846,0.5528803621966085,0.29786004527457605,om
0.6311989772188286,0.6902997443047071,0.48,0.5,0.6504496164570607,0.4102997443047071,0.2811989772188286,om
0.5845540329049943,0.6835077189864278,0.48,0.5,0.727907372162867,0.3775385949321387,0.3903687772307283,om
0.6170412493954336,0.6881487499136333,0.48,0.5,0.6722150010363996,0.4007437495681668,0.31147125146823285,om
0.7559035471821247,0.7238117323961369,0.48,0.5,0.8080941338019315,0.42190586619806847,0.2812376535207726,om
0.6650991207829627,0.7893337344848098,0.48,0.5,0.7128469227403694,0.5098017584340746,0.2696035168681492,om
0.6614669299887398,0.7221382047916863,0.48,0.5,0.7001342549605893,0.5170661400225204,0.2841322800450408,om
0.6580284393187501,0.8231350867640629,0.48,0.5,0.7060568786375002,0.4730639884671877,0.2589786705109374,om
0.5893676893333821,0.7333957987879675,0.48,0.5,0.7593208402424065,0.39737705915157717,0.39660420121203266,om
0.6339814951443257,0.6061110291340461,0.48,0.5,0.5999306067912212,0.45590284950770965,0.33,om
0.6634864947311003,0.6898276934275122,0.48,0.5,0.6336875190656696,0.3968581184138754,0.286542223030981,om
0.6065434917583186,0.7534565082416814,0.6597384285674319,0.5,0.599869214283716,0.41986921428371593,0.3956736565919463,om
0.6794981403027064,0.6110037193945872,0.48,0.5,0.7358689559837959,0.3821236052270298,0.22575278954594036,om
0.6101088456599592,0.7500155493799942,0.48,0.5,0.5105131295398077,0.3301865925599301,0.329906703720035,om
0.6278374248018518,0.6964877255944446,0.48,0.5,0.6348619736129626,0.40134969920740715,0.2854064379953706,om
0.6437173920576283,0.7548167702939469,0.48,0.5,0.6689534197002478,0.38780124352736284,0.3010993782363186,om
0.7338671843227187,0.8929236742185216,0.48,0.5,0.5671694696874086,0.5205648989580287,0.29188702020839424,om
0.6740098511607743,0.6219802976784514,0.48,0.5,0.7180320162725164,0.37800738837058073,0.23398522325883853,om
0.6348372739491516,0.803814093556495,0.48,0.5,0.6010700044802224,0.4003722761892628,0.29688363473446455,om
0.6155101408322083,0.7541326056241563,0.48,0.5,0.526071244093941,0.3414794600671007,0.3281632863892639,om
0.6702904455889638,0.7258838217644145,0.48,0.5,0.6124937575012386,0.39029044558896386,0.34808713367668914,om
0.6199216734556782,0.690469959265931,0.48,0.5,0.572837265219295,0.33,0.30684942860341763,om
0.6486619721694931,0.6479577495254369,0.48,0.5,0.7115492962259906,0.39063380518645097,0.2917605646214743,om
0.6679869105409888,0.8324509145287079,0.48,0.5,0.7354705487172247,0.5334574592582135,0.36547054871722473,om
0.6855971754475952,0.8266309924734898,0.48,0.5,0.742228167921085,0.54,0.32098030573612923,om
0.6506917968289789,0.5214146476781527,0.48,0.5,0.6627671873159158,0.54,0.3313835936579579,om
0.6650348251030798,0.7580746142008156,0.48,0.5,0.7201393004123189,0.54,0.36006965020615944,om
0.6935333112497254,0.6986443487488101,0.48,0.5,0.6164666887502745,0.5351629654166972,0.3106518616667887,om
0.610448462457187,0.7416592318921174,0.48,0.5,0.7139461528253479,0.40764577009845426,0.40515692226027833,om
0.7581071782206974,0.700821039572328,0.48,0.5,0.7571075082805403,0.53,0.23567846533790765,om
0.709547175193167,0.8738975787370002,0.48,0.5,0.643956860245166,0.5343504035438333,0.32480322835066633,om
0.7126445256525547,0.7814596111610702,0.48,0.5,0.5973554743474453,0.5330394971497162,0.30215798859886456,om
0.7108380629560338,0.7913055073815806,0.48,0.5,0.6283238740879323,0.5087913185134791,0.2873489148141849,om
0.7563264491435453,0.810204529710501,0.48,0.5,0.6761219194330441,0.47693904028347794,0.29,om
0.6451893787198533,0.7906031292921384,0.48,0.5,0.5262412517168553,0.3841375057228512,0.31917249885542975,om
0.5305064696601475,0.8142981012246058,0.48,0.5,0.7128364979589904,0.3871635020410096,0.3757018987753942,om
0.7305175807131314,0.8399446778498323,0.48,0.5,0.6047688707185181,0.49839193571043805,0.31212564500269335,om
0.6901472329881444,0.885756352282327,0.48,0.5,0.6839491817413843,0.5086345284234904,0.2615127045646539,om
0.6537106259697267,0.7827829694772951,0.48,0.5,0.6374893257450364,0.4210638041035974,0.3154297913434244,om
0.7196935431502209,0.846870971233186,0.48,0.5,0.8376693434921453,0.5662580575336278,0.2831290287668139,om
0.7315562272887246,0.8306626362676522,0.48,0.5,0.842881499824029,0.5737750908451015,0.2682128179578551,om
0.6775513161227381,0.6348613642120021,0.48,0.5,0.7443788281450541,0.41193014426779223,0.27365502404463204,om
0.6617321372790743,0.7536951526627911,0.48,0.5,0.6282448852093128,0.4186836639069846,0.31891454201162694,om
0.6950049657464867,0.7368441961037839,0.48,0.5,0.8126331470778378,0.5092160147724326,0.3434171323054052,om
0.713298999069648,0.6337886260466459,0.48,0.5,0.7488789353485611,0.4591237488370601,0.246069563255911,om
0.6867805712838884,0.5224460407336505,0.48,0.5,0.8265017958253569,0.48244604073365055,0.2475539592663495,om
0.698817936973333,0.7906643953826678,0.48,0.5,0.7732269054599995,0.5086453810919999,0.2355910315133335,om
0.6879142346150615,0.6617429142537546,0.7310858705892234,0.5,0.8268856812215104,0.5589714466064488,0.35451438190106055,om
0.6928180215581894,0.6556111477443175,0.48,0.5,0.7671570830697493,0.501396563093064,0.2057605199766853,om
0.6986616465665771,0.6559849396997314,0.48,0.5,0.7086616465665772,0.54,0.23267670686684577,om
0.6945897915763292,0.6846385623102913,0.48,0.5,0.7272948957881645,0.4446385623102913,0.19995122926603792,om
0.6522314506690466,0.5166943520071399,0.48,0.5,0.6622314506690467,0.54,0.32553709866190683,om
0.6546571073625203,0.6396212599719711,0.48,0.5,0.7512998757688207,0.3739713220875607,0.2636642768406301,om
0.6936794052645787,0.7818870484233259,0.48,0.5,0.8454717621058314,0.48556645368790463,0.27547176210583146,om
0.6958529637796159,0.7969902488191037,0.48,0.5,0.7686616629917286,0.4711372850394878,0.27528432125987196,om
0.7203224655219644,0.8308917322559665,0.48,0.5,0.8548765993939811,0.5674761318519539,0.2991082677440335,om
0.768104732085256,0.68,0.48,0.5,0.8267558360232516,0.3978372240155011,0.29865110393799565,om
0.6469790908223418,0.8065150411961335,0.48,0.5,0.746278429775725,0.5023294213456502,0.38674247940193324,om
0.6169764158046475,0.7336248619337858,0.48,0.5,0.8001639848377545,0.4337341851589555,0.39637513806621416,om
0.7177801769316499,0.746433758708063,0.48,0.5,0.8198253190310473,0.5343886166086655,0.3254367024223817,om
0.6363329405556002,0.5415393679486151,0.48,0.5,0.6663078735897231,0.5231790037607387,0.3352565613247692,om
0.6940285796277406,0.5675758348978145,0.48,0.5,0.7175758348978145,0.492584606554741,0.316452744729926,om
0.6631514449872441,0.6195953748937006,0.48,0.5,0.7389086699234645,0.5005456650382678,0.30369711002551186,om
0.6471227458072568,0.5272635251564595,0.48,0.5,0.671509016770973,0.479577661952392,0.30985922065079735,om
0.6750089774937552,0.61316203216174,0.48,0.5,0.7225224437343879,0.5525044887468776,0.3174955112531224,om
0.7735366687850815,0.6715479514881836,0.48,0.5,0.8215479514881835,0.40696051053914295,0.29198871729689796,om
0.6954128633942674,0.6613762113142247,0.48,0.5,0.6751376211314225,0.4567430837771764,0.3527064316971337,om
0.6653997765849909,0.6383314715415911,0.48,0.5,0.7523986595099456,0.4938006702450273,0.2992004468300182,om
0.6684306247871487,0.5560765619678716,0.48,0.5,0.6913320621381527,0.5455291874361446,0.3244708125638554,om
0.651153613253239,0.5196134437769909,0.48,0.5,0.6669216795194335,0.5365391602402834,0.3276927734935222,om
0.6528176208026006,0.5212704832104024,0.48,0.5,0.6665744485394014,0.5268511029211973,0.32718237919739945,om
0.5481131736595178,0.7912578842269882,0.48,0.5,0.6544025947944583,0.36438157018915673,0.36438157018915673,om
0.5674811104095736,0.7783459263936177,0.48,0.5,0.6092107423776617,0.3536216053280147,0.3536216053280147,om
0.6125707342365647,0.7973767180586503,0.48,0.5,0.7326232819413497,0.44732417035386524,0.2832215051163188,om
0.6691337355659136,0.8398267471131827,0.48,0.5,0.7398844980754551,0.5390759846036411,0.37005775096227245,om
0.5686269684936498,0.7796081446914689,0.7960752952087236,0.5,0.7503918553085311,0.5076457922958306,0.4650971948638871,om
0.6014904161621678,0.704541814378371,0.48,0.5,0.7439677694594611,0.38479355389189224,0.2985095838378321,om
0.6312682654788767,0.5001461238310136,0.48,0.5,0.7785856106901096,0.4347808142534794,0.2774634690422466,om
0.732222579148813,0.6424605979026388,0.48,0.5,0.7856352520667548,0.3761112895744065,0.2797619812461742,om
0.7181929429250701,0.8045788287752103,0.48,0.5,0.8390096763112357,0.5472026192363058,0.28606431430835666,om
0.6619137965402557,0.5787655186161023,0.48,0.5,0.7306793151563581,0.35629655584830694,0.23808620345974424,om
0.5904764047729459,0.6690471904541081,0.48,0.5,0.7082539325378423,0.3506348313446059,0.3095235952270541,om
0.632864300668331,0.603894571825428,0.5727640913116979,0.5,0.7124874738304209,0.376382045655849,0.306382045655849,om
0.6489641593645136,0.8089641593645136,0.8181331223603782,0.5,0.7000512009078378,0.5690153602723513,0.4395588810440134,om
0.5719294900944943,0.7775440686909411,0.8175416856142129,0.5,0.752455931309059,0.5163149114980475,0.47087660766536504,om
0.6771465859018566,0.7710209408431223,0.7134555380788183,0.5,0.7589790591568777,0.562447647892194,0.3161125944022361,om
0.6017859998203153,0.762041142651789,0.9867325727633715,0.5,0.7692345715055792,0.5887242858426318,0.5161728575278957,om
0.6042017417797776,0.7606002488256826,0.9843935305322544,0.5,0.7693997511743175,0.5884993779357937,0.5088953967248734,om
0.7130049212526988,0.6337003821293367,0.6543378879329216,0.5,0.8431208313988051,0.5501159101461064,0.3072848541125671,om
0.7059520098385328,0.8252012368237125,0.5761919606458688,0.5,0.8433513914266766,0.5818498453970359,0.33254644413182655,om
0.6115558993366642,0.7616508427623806,0.9570780881781045,0.5,0.7683491572376194,0.5858728930940484,0.48945940889595896,om
0.6709073835395541,0.76,0.5391020069928981,0.5,0.8320439605971098,0.4659120788057803,0.2984144264388934,om
0.5673396634194324,0.6946793268388647,0.5754156244526204,0.5,0.77,0.40220306466173594,0.4628444109840066,om
0.5705316405330532,0.7010632810661063,0.6169113269296902,0.5,0.77,0.42055693306505526,0.4684303709328429,om
0.6205620475927321,0.6623302739345224,0.7326933812944822,0.5,0.7340164167127188,0.4563466906472411,0.38634669064724114,om
0.6670668975265613,0.8749718243312479,0.5017887612312592,0.5,0.7316760585562507,0.5037711317515641,0.26131339525469227,om
0.6583181425096907,0.859973958588041,0.5667795127851554,0.5,0.7366753471373196,0.5150195310589692,0.29505859317690764,om
0.676301034618219,0.5845204138472876,0.48,0.5,0.7508214484655066,0.3735612415418628,0.223698965381781,om
0.5301850848499469,0.7968193019588924,0.48,0.5,0.7229956131911608,0.38059912263823215,0.36981491515005316,om
0.7190802477463893,0.7005049414362798,0.48,0.5,0.7583679009014442,0.47724074323916826,0.1751037027043327,om
0.733634337431142,0.5790914156422144,0.48,0.5,0.8299972139678203,0.46636009050449856,0.20454570782110726,om
0.6808372361201052,0.7045345484986855,0.48,0.5,0.7562558541801577,0.45872072909921136,0.2833021110391587,om
0.6577082487604182,0.7324471766536592,0.48,0.5,0.7553646890494773,0.5123435597109409,0.34234355971094094,om
0.6377867419191692,0.4977867419191691,0.48,0.5,0.7393861775254008,0.485040338636261,0.2994668547979228,om
0.6567080482366473,0.6342234604778954,0.48,0.5,0.8167080482366473,0.45,0.2746583903526706,om
0.6216683998691089,0.5983108017015837,0.48,0.5,0.6733575981675253,0.4000103992146537,0.30082900032722765,om
0.6820825690342057,0.5768042817236763,0.48,0.5,0.7726391436552648,0.39791743096579424,0.21923700279342662,om
0.6474724017679399,0.5389227249502315,0.48,0.5,0.7690331178784723,0.4325275982320602,0.28698896070717594,om
0.7366876215272603,0.7722711168969408,0.48,0.5,0.7422711168969408,0.5278546122666213,0.1731866493091776,om
0.6926363343918475,0.7664319132264956,0.48,0.5,0.7060454984122287,0.4777500804224194,0.36434091640203814,om
0.6429515526026156,0.6932378881506539,0.48,0.5,0.6548568322259809,0.4132378881506539,0.29295155260261563,om
0.7415563835162484,0.7494454793953106,0.48,0.5,0.7983364381859316,0.5404473423068695,0.3126654247256273,om
0.6939004520619032,0.736832579896828,0.48,0.5,0.7658642556698498,0.44073303195873126,0.31170135618570943,om
0.7686918570556349,0.6848463469761564,0.48,0.5,0.8057682651192177,0.40484634697615646,0.30130814294436503,om
0.6764209223064459,0.719476942338853,0.48,0.5,0.73,0.4357907769355412,0.28210461153222943,om
0.6599252825963078,0.5737907912696617,0.48,0.5,0.7540896608844307,0.4200747174036923,0.2919701130385231,om
0.7435780631874264,0.7480735459195061,0.48,0.5,0.8208258045534662,0.5544038677408926,0.3,om
0.7150060587426967,0.6950112519507224,0.48,0.5,0.7800086553467095,0.4850147140894062,0.3,om
0.6815995793065629,0.6342655448175009,0.48,0.5,0.727334034489062,0.40159957930656287,0.30319915861312563,om
0.7758573177008646,0.4882700549677234,0.48,0.5,0.6003490509325647,0.832063686334294,0.8458573177008646,imU
0.7409595633844164,0.455930680087571,0.48,0.5,0.6050866498905363,0.73706354325306,0.75706354325306,imU
0.6112561797177202,0.3112561797177202,0.48,0.5,0.6416350907475169,0.7532701814950339,0.7732701814950339,imU
0.7902439039063495,0.4114634234380966,0.48,0.5,0.6589024324214275,0.8107317117190483,0.8306097597658736,imU
0.867746870916836,0.487746870916836,0.48,0.5,0.6114082056769775,0.7614082056769775,0.791126564541582,imU
0.8303682424744723,0.48036824247447235,0.48,0.5,0.6463175752552764,0.7607364849489447,0.7881587876276382,imU
0.7731578253664685,0.4489951774726192,0.48,0.5,0.65,0.7651674704212301,0.79,imU
0.6987626319458251,0.5176263194582515,0.48,0.5,0.6863889514040766,0.8451515833499019,0.8576263194582515,imU
0.5928394001910107,0.5801572906138924,0.48,0.5,0.59,0.7311672181991827,0.7611672181991828,imU
0.6797629598724361,0.39928887961730836,0.48,0.5,0.5644073996810903,0.6888147993621806,0.7239333194259625,imU
0.531234620608936,0.5728888414519576,0.8927899864167664,0.5,0.5661851930913404,0.7161851930913403,0.7461851930913403,imU
0.4931830880181595,0.45275528499432516,0.48,0.5,0.6084084559909202,0.7457957720045398,0.7649286994960276,imU
0.8594763315585613,0.47289903878266204,0.48,0.5,0.5902681216723024,0.767892751331079,0.7781608730033814,imU
0.7738516570119567,0.3869139049800721,0.48,0.5,0.48153112398405773,0.6961960370916681,0.6569377520318845,imU
0.6925819098825818,0.3824508540704509,0.48,0.5,0.517549145929549,0.77,0.7958278726744946,imU
0.6606308727920525,0.4911483217307292,0.48,0.5,0.5819369127207947,0.7461261745584105,0.7720946309188079,imU
0.8230621672017959,0.46741622293572793,0.48,0.5,0.5669378327982041,0.7649441486238187,0.74,imU
0.6224759256536858,0.3062379628268429,0.48,0.5,0.64,0.7398512732332232,0.763910763939934,imU
0.6684353057140261,0.3745313719047763,0.48,0.5,0.377180429522973,0.604841189999697,0.5542137519041705,imU
