mcg,gvh,lip,chg,aac,alm1,alm2,class
0.7283557231688419,0.5397132532137031,1.0,0.5,0.43435933692088075,0.5475716866965743,0.14250451719004859,omL
0.6768471660923434,0.49,1.0,0.5,0.6073886643693733,0.5515764169538284,0.29261133563062663,omL
0.7364640813769063,0.5456102410013863,1.0,0.5,0.42182823787205387,0.5460974397496534,0.11670519561893444,omL
0.6644987797341296,0.5169926784047779,1.0,0.5,0.5939853568095558,0.5689975594682593,0.27002440531740707,omL
0.6764074025889802,0.4801555584466119,1.0,0.5,0.533437038964408,0.5698444415533881,0.34031111689322374,omL
0.6873687039928622,0.5099045119948089,1.0,0.5,0.4977029120110311,0.5550238720012979,0.27291776002271106,omL
0.6664995698888997,0.5289974193333978,1.0,0.5,0.6179948386667957,0.5729991397777993,0.23000860222200714,omL
0.6959474830262197,0.46843151018426815,1.0,0.5,0.5256210067895122,0.5815684898157318,0.3168630203685363,omL
0.6746123565323068,0.49,1.0,0.5,0.5984494261292268,0.5526938217338467,0.3015505738707732,omL
0.6930596929421707,0.5140434130488514,1.0,0.5,0.48890774727119074,0.5539891467377872,0.254810067911275,omL
0.6785021317657143,0.49,1.0,0.5,0.6140085270628569,0.5507489341171429,0.28599147293714305,omL
0.6785839341435597,0.47884963951386417,1.0,0.5,0.5325664263425761,0.5711503604861359,0.33769927902772834,omL
0.6628663045152997,0.507197827091798,1.0,0.5,0.5743956541835958,0.5657326090305993,0.30267390969400704,omL
0.6665746303810838,0.5294477822865026,1.0,0.5,0.6188955645730051,0.5731492607621675,0.22850739237832485,omL
0.6716270352750401,0.49,1.0,0.5,0.58650814110016,0.55418648236248,0.31349185889984,omL
0.7110779248912638,0.5271475817391008,1.0,0.5,0.46106138880441067,0.5507131045652248,0.19747932989143369,omL
0.6747747219238484,0.5007452523082533,1.0,0.5,0.5171663388449617,0.5573136869229367,0.31298952115139167,omL
0.6790129852146093,0.49,1.0,0.5,0.6160519408584368,0.5504935073926954,0.2839480591415632,omL
0.7644357964543289,0.5659533065122391,1.0,0.5,0.3785992236614918,0.5410116733719402,0.027704284008953695,omL
0.6713288995770517,0.49,1.0,0.5,0.5853155983082063,0.5543355502114743,0.3146844016917937,omL
0.6982123373801421,0.46707259757191477,1.0,0.5,0.5247150650479432,0.5829274024280853,0.3141451951438295,omL
0.6773513590425382,0.49,1.0,0.5,0.6094054361701524,0.551324320478731,0.29059456382984755,omL
0.6647867392763491,0.49,1.0,0.5,0.5591469571053963,0.5576066303618256,0.3408530428946037,omL
0.6659421433270193,0.49,1.0,0.5,0.5637685733080772,0.5570289283364904,0.3362314266919229,omL
0.6750096936289205,0.49,1.0,0.5,0.6000387745156819,0.5524951531855398,0.2999612254843182,omL
0.7359663880972639,0.5452482822525555,1.0,0.5,0.4225974002133195,0.5461879294368611,0.11828876514506956,omL
0.6708306988272477,0.4978768718743619,1.0,0.5,0.5232616472669809,0.5580307820314095,0.3255386855496665,omL
0.6616373361227951,0.49,1.0,0.5,0.5465493444911803,0.5591813319386025,0.35345065550881966,omL
0.666994116494009,0.48580353010359467,1.0,0.5,0.5372023534023964,0.5641964698964054,0.3516070602071893,omL
0.662914906538644,0.4882510560768136,1.0,0.5,0.5388340373845425,0.5617489439231864,0.3565021121536272,omL
0.6732274746548202,0.49,1.0,0.5,0.592909898619281,0.55338626267259,0.307090101380719,omL
0.6672507966613519,0.5335047799681114,1.0,0.5,0.6270095599362228,0.5745015933227038,0.21498406677296206,omL
0.6666959078114018,0.5301754468684101,1.0,0.5,0.6203508937368202,0.5733918156228034,0.22608184377196638,omL
0.6714917322607078,0.49,1.0,0.5,0.5859669290428311,0.5542541338696462,0.31403307095716887,omL
0.7363681253858445,0.5455404548260686,1.0,0.5,0.42197653349460407,0.5461148862934829,0.11701051013594954,omL
0.6631685619287304,0.5090113715723824,1.0,0.5,0.5780227431447649,0.5663371238574608,0.29662876142539196,omL
0.6652656325095431,0.5215937950572579,1.0,0.5,0.6031875901145158,0.570531265019086,0.2546873498091403,omL
0.6718737554972132,0.49,1.0,0.5,0.5874950219888525,0.5540631222513935,0.3125049780111475,omL
0.7185338268703931,0.5325700559057404,1.0,0.5,0.44953863120030163,0.5493574860235649,0.17375600541238573,omL
0.6647765882214658,0.5186595293287946,1.0,0.5,0.5973190586575892,0.5695531764429316,0.2644682355706847,omL
0.7392054160260816,0.5476039389280593,1.0,0.5,0.417591629777874,0.5455990152679853,0.10798276718974065,omL
0.7462469675044975,0.5527250672759981,1.0,0.5,0.40670923203850395,0.5443187331810005,0.08557783066750813,omL
0.6990585275320677,0.46656488348075936,1.0,0.5,0.524376588987173,0.5834351165192406,0.31312976696151873,omL
0.6638890782988252,0.49,1.0,0.5,0.5555563131953004,0.5580554608505875,0.3444436868046996,omL
0.7406702638029695,0.548669282765796,1.0,0.5,0.4153277741226835,0.545332679308551,0.10332188789964247,omL
0.6848549146275389,0.508076301547301,1.0,0.5,0.5015878592119853,0.5554809246131748,0.2809161807305581,omL
0.6658218888155552,0.48650686671066695,1.0,0.5,0.537671244473778,0.5634931332893331,0.35301373342133385,omL
0.6651613301804203,0.49375369467666935,1.0,0.5,0.5320233988120777,0.5590615763308328,0.34357758578957165,omL
0.6932838553699343,0.4700296867780394,1.0,0.5,0.5266864578520263,0.5799703132219606,0.3200593735560788,omL
0.6684376342160413,0.5406258052962476,1.0,0.5,0.6412516105924951,0.5768752684320825,0.19124731567917483,omL
0.6786873361922232,0.5035907899579805,1.0,0.5,0.5111195713392914,0.5566023025105049,0.3005402939338353,omL
0.7044101254702689,0.4633539247178386,1.0,0.5,0.5222359498118925,0.5866460752821614,0.3067078494356772,omL
0.7600899540703158,0.5627926938693205,1.0,0.5,0.3853155255276938,0.54180182653267,0.041531964321722625,omL
0.6614505000630801,0.49870300037848053,1.0,0.5,0.5574060007569611,0.5629010001261602,0.3309899987383982,omL
0.6642915447042683,0.49312112342128606,1.0,0.5,0.5333676127297672,0.5592197191446785,0.34634508503187345,omL
0.6901545231100964,0.47190728613394217,1.0,0.5,0.5279381907559615,0.5780927138660579,0.32381457226788424,omL
0.6796518918375433,0.49,1.0,0.5,0.618607567350173,0.5501740540812284,0.281392432649827,omL
0.665278924819858,0.5216735489191476,1.0,0.5,0.6033470978382952,0.5705578496397159,0.2544215036028414,omL
0.6674311069724146,0.5345866418344875,1.0,0.5,0.6291732836689747,0.5748622139448291,0.21137786055170874,omL
0.7179206806016118,0.5321241313466267,1.0,0.5,0.45048622088841817,0.5494689671633434,0.175706925358508,omL
0.6638184736136862,0.4877089158317883,1.0,0.5,0.5384726105545256,0.5622910841682117,0.35541783166357666,omL
0.6613980158214731,0.4983880949288382,1.0,0.5,0.5567761898576764,0.5627960316429461,0.3320396835705393,omL
0.7009014114525759,0.5197464810564187,1.0,0.5,0.47678872775511005,0.5525633797358953,0.22985914537816773,omL
0.6734416538238789,0.4819350077056727,1.0,0.5,0.5346233384704485,0.5680649922943273,0.3438700154113454,omL
0.6749089701200068,0.49,1.0,0.5,0.5996358804800271,0.5525455149399967,0.3003641195199729,omL
0.6722923715911487,0.49,1.0,0.5,0.5891694863645949,0.5538538142044257,0.31083051363540515,omL
0.6919206383555181,0.513215009713104,1.0,0.5,0.490668104359654,0.554196247571724,0.25843433250516995,omL
0.6615144497985167,0.49,1.0,0.5,0.5460577991940668,0.5592427751007417,0.35394220080593314,omL
0.6637284459498972,0.49,1.0,0.5,0.5549137837995888,0.5581357770250515,0.3450862162004113,omL
0.6641454199009884,0.49,1.0,0.5,0.5565816796039537,0.5579272900495058,0.34341832039604636,omL
0.7460956734094017,0.5526150352068375,1.0,0.5,0.40694305018547006,0.5443462411982907,0.0860592209700855,omL
0.6721530343627475,0.49,1.0,0.5,0.5886121374509902,0.5539234828186262,0.3113878625490099,omL
0.666002719888489,0.49,1.0,0.5,0.5640108795539558,0.5569986400557556,0.33598912044604423,omL
0.6688185437132316,0.49,1.0,0.5,0.5752741748529262,0.5555907281433843,0.3247258251470739,omL
0.6940988192102779,0.4695407084738333,1.0,0.5,0.5263604723158889,0.5804592915261667,0.3190814169476665,omL
0.6887181117932852,0.47276913292402883,1.0,0.5,0.5285127552826859,0.5772308670759712,0.3255382658480577,omL
0.6625509133436103,0.5053054800616616,1.0,0.5,0.5706109601233232,0.5651018266872205,0.30898173312779453,omL
0.6622727319095564,0.5036363914573382,1.0,0.5,0.5672727829146764,0.5645454638191127,0.3145453618088727,omL
0.6903935783602025,0.47176385298387846,1.0,0.5,0.5278425686559189,0.5782361470161216,0.3235277059677569,omL
0.6722666707349303,0.49,1.0,0.5,0.589066682939721,0.5538666646325349,0.310933317060279,omL
0.6642188902089692,0.49306828378834117,1.0,0.5,0.533479896949775,0.5592329290529148,0.34657625842600726,omL
0.6755358061550787,0.49,1.0,0.5,0.6021432246203144,0.5522320969224608,0.2978567753796856,omL
0.6657332234150787,0.49,1.0,0.5,0.5629328936603147,0.5571333882924607,0.33706710633968523,omL
0.7672018786794805,0.5679650026759857,1.0,0.5,0.3743243693135302,0.5405087493310036,0.018903113292562113,omL
0.6699980701633373,0.49,1.0,0.5,0.5799922806533494,0.5550009649183314,0.3200077193466506,omL
0.6668289158759683,0.5309734952558095,1.0,0.5,0.621946990511619,0.5736578317519365,0.2234216824806352,omL
0.6779154287902194,0.49,1.0,0.5,0.6116617151608774,0.5510422856048903,0.28833828483912255,omL
0.6715837742391191,0.49842456308299565,1.0,0.5,0.5220978034486342,0.5578938592292512,0.32314253651189395,omL
0.6980988281810734,0.46714070309135597,1.0,0.5,0.5247604687275707,0.582859296908644,0.31428140618271183,omL
0.7093600296945707,0.46038398218325755,1.0,0.5,0.5202559881221717,0.5896160178167424,0.3007679643665151,omL
0.7679204382327944,0.5684875914420322,1.0,0.5,0.37321386818568136,0.540378102139492,0.016616787441108727,omL
0.6679312206068172,0.5375873236409029,1.0,0.5,0.6351746472818057,0.5758624412136343,0.20137558786365714,omL
0.6940347686053636,0.4695791388367818,1.0,0.5,0.5263860925578545,0.5804208611632182,0.3191582776735636,omL
0.661420100780345,0.49852060468206993,1.0,0.5,0.5570412093641399,0.56284020156069,0.33159798439310023,omL
0.6641548354696694,0.5149290128180157,1.0,0.5,0.5898580256360315,0.5683096709393386,0.2769032906066143,omL
0.6767656491256058,0.49,1.0,0.5,0.607062596502423,0.5516171754371971,0.292937403497577,omL
0.7403694724474335,0.5484505254163151,1.0,0.5,0.41579263349033024,0.5453873686459212,0.10427895130362108,omL
0.6650282272812519,0.49,1.0,0.5,0.5601129091250072,0.5574858863593741,0.3398870908749928,omL
0.7071242566126489,0.524272186627381,1.0,0.5,0.4671716034168154,0.5514319533431548,0.21005918350520808,omL
0.7247664542290574,0.5371028758029508,1.0,0.5,0.43990638891872946,0.5482242810492624,0.1539249183620901,omL
0.676021241570773,0.49,1.0,0.5,0.6040849662830918,0.5519893792146136,0.29591503371690814,omL
0.663100147088007,0.508600882528042,1.0,0.5,0.5772017650560841,0.566200294176014,0.29799705823985984,omL
0.7402811887694475,0.5483863191050526,1.0,0.5,0.415929071901763,0.5454034202237369,0.10455985391539435,omL
0.672235147012845,0.482658911792293,1.0,0.5,0.535105941194862,0.567341088207707,0.34531782358458596,omL
0.6655648487624984,0.5233890925749903,1.0,0.5,0.6067781851499807,0.5711296975249968,0.2487030247500322,omL
0.7694530256737373,0.5696022004899907,1.0,0.5,0.3708453239587697,0.5400994498775024,0.011740372856290593,omL
0.6703413825589067,0.483795170464656,1.0,0.5,0.5358634469764374,0.566204829535344,0.34759034092931196,omL
0.6697609218070647,0.548565530842388,1.0,0.5,0.6571310616847759,0.5795218436141293,0.16478156385870688,omL
0.668433950352405,0.49,1.0,0.5,0.5737358014096201,0.5557830248237975,0.32626419859038,omL
0.6619757795346467,0.50185467720788,1.0,0.5,0.5637093544157602,0.5639515590692934,0.32048440930706645,omL
0.6698355983888475,0.5490135903330847,1.0,0.5,0.6580271806661694,0.5796711967776949,0.16328803222305102,omL
0.6882698544684287,0.47303808731894276,1.0,0.5,0.5286920582126285,0.5769619126810572,0.32607617463788546,omL
0.6725327231332751,0.49,1.0,0.5,0.5901308925331,0.5537336384333625,0.3098691074669,omL
0.6672302177363183,0.5333813064179094,1.0,0.5,0.6267626128358186,0.5744604354726364,0.21539564527363567,omL
0.699158125379379,0.4665051247723726,1.0,0.5,0.5243367498482484,0.5834948752276274,0.31301024954474516,omL
0.7395209978663223,0.6973481437715762,0.48,0.5,0.7432592811421193,0.41734814377157614,0.3304790021336777,om
0.7448007336708602,0.633970190184971,0.48,0.5,0.783970190184971,0.4379069022006121,0.30083054348588917,om
0.6997816322700231,0.7074454080675058,0.48,0.5,0.6761681121012587,0.4274454080675058,0.3497816322700232,om
0.6353920547089733,0.6252953434923209,0.48,0.5,0.6769602735448663,0.36686356232821393,0.2692158905820535,om
0.6647114561207085,0.8201679604526565,0.48,0.5,0.7281007762715939,0.5228122323923023,0.3581007762715939,om
0.6708383279342982,0.767964080601842,0.48,0.5,0.620299397865965,0.45455090320105257,0.28371257526675436,om
0.6444257561533897,0.5601681946194924,0.48,0.5,0.6572128780766949,0.5037674149970333,0.31606439038347434,om
0.6334126890230823,0.6947777646323152,0.48,0.5,0.6629682182877128,0.41273015121846585,0.27931746219538356,om
0.6858819734212981,0.8561770398680529,0.48,0.5,0.7498524667766225,0.5138967267436358,0.2599262333883113,om
0.6603622647078842,0.7804100686481366,0.48,0.5,0.7203622647078841,0.4453861666780104,0.25321257843070527,om
0.6496544452606111,0.6816308412909581,0.48,0.5,0.7605183321090834,0.47456805657576384,0.2652591660545417,om
0.7375682880389223,0.7786475679416167,0.48,0.5,0.8144603600486527,0.5591222520340569,0.2922301800243264,om
0.6587987739023211,0.8747727611544165,0.48,0.5,0.7292532515934881,0.4910390191218568,0.2597077292846551,om
0.7585233801158278,0.5829111973696939,0.48,0.5,0.8534603165178516,0.5156542251447847,0.20932475365589004,om
0.6213747630110734,0.6817514219335594,0.48,0.5,0.5820401657367984,0.33,0.30345888630749535,om
0.6001057933762665,0.7598942066237335,0.9944987444341431,0.5,0.7672493722170716,0.5872493722170715,0.517989925850937,om
0.7040595915075109,0.8205446936306331,0.48,0.5,0.7843404752302401,0.5259574823073143,0.29864680283082967,om
0.6087177097879541,0.7512822902120458,0.546679091026382,0.5,0.5433395455131911,0.36333954551319103,0.3543635140288704,om
0.6542469089862109,0.6741481560236385,0.48,0.5,0.6490617139566627,0.3742469089862109,0.3110370390059096,om
0.6117538617632965,0.7526307926449447,0.48,0.5,0.5167231367593033,0.3361385161715377,0.331169241175531,om
0.611639450526145,0.7401632968431303,0.48,0.5,0.5203831866655847,0.33,0.3261746154389951,om
0.602926516875966,0.757073483124034,0.8478211224497655,0.5,0.6939105612248828,0.5139105612248827,0.4643961793566451,om
0.6198107964532875,0.7573580973399656,0.48,0.5,0.5386148229887553,0.3504391592776824,0.32672973451557086,om
0.687645646733825,0.8082342350503687,0.48,0.5,0.7364664696403228,0.491761764028802,0.30411811775539166,om
0.6317304545798105,0.6196172725211373,0.48,0.5,0.6476262123387995,0.33,0.2792956059804423,om
0.5864082970574197,0.7169716158803875,0.48,0.5,0.6326768553014178,0.34415502176554824,0.38662008706219286,om
0.7101525013896972,0.7815963616149859,0.48,0.5,0.7728520465915704,0.4888968164131127,0.34079818080749297,om
0.6510685051795803,0.5276303354630731,0.48,0.5,0.6642740207183208,0.54,0.3321370103591604,om
0.6562361638087773,0.7161254742789953,0.48,0.5,0.721648218411703,0.44365314666144084,0.3195326006321833,om
0.7404357418776492,0.7695642581223509,0.48,0.5,0.8192402096123552,0.5664134032041184,0.308368725857057,om
0.6689441234126455,0.830497110713809,0.48,0.5,0.7385921645501939,0.5326088638885182,0.36612845251303333,om
0.6832589804393601,0.6446654119771198,0.48,0.5,0.7213093854950401,0.40706112428527996,0.29945683659343997,om
0.7443070360725669,0.876311301600882,0.48,0.5,0.597995734471685,0.5160021327641575,0.29,om
0.7395760829078135,0.8973151917494854,0.48,0.5,0.5715543626713505,0.5285869430260449,0.29098913988176855,om
0.6440629511635765,0.7168474522213732,0.48,0.5,0.6397723991537626,0.4253414012693561,0.2812784501057797,om
0.676320667685586,0.8454177151590736,0.48,0.5,0.7246498070492913,0.5390970474734877,0.3627763797879018,om
0.7017311998893297,0.8890660571112371,0.48,0.5,0.6574715431101036,0.5135990856668556,0.26813211422247407,om
0.6844456511907839,0.8523819867349577,0.48,0.5,0.7049177042509532,0.5379363355441737,0.35349068435338976,om
0.6901558534538375,0.7142172719643034,0.48,0.5,0.669688293092325,0.4937497116027909,0.28546871395034884,om
0.6822755145732667,0.7095091980917801,0.48,0.5,0.6450418310547532,0.41455102914653347,0.27268265437198,om
0.7044577628574152,0.817068113333969,0.48,0.5,0.7299400671416313,0.4826103504765537,0.2781525876191384,om
0.74,0.8139991596588084,0.48,0.5,0.6990012605117875,0.5371667366950993,0.18966568626860975,om
0.6328106289728916,0.7801911562910102,0.8687574841084333,0.5,0.7927150508273866,0.5874761054636237,0.46195042566334554,om
0.7051322505325056,0.8565784996449962,0.48,0.5,0.8061198761537621,0.5468430007100075,0.27342150035500373,om
0.6961211367262902,0.8145908525447176,0.48,0.5,0.761186648785013,0.5094190348464378,0.30129295442456994,om
0.6979873414713017,0.8380189877930475,0.48,0.5,0.764984176839127,0.5244889237873889,0.2674920884195635,om
0.6931662299893628,0.5989709849698615,0.48,0.5,0.7731662299893629,0.39949868996808857,0.2147493449840443,om
0.7567053449482858,0.7421190801379046,0.48,0.5,0.83,0.5320030452930473,0.2977648850172381,om
0.7413922541661592,0.57,0.48,0.5,0.8403892749992973,0.4859880833325526,0.21320357500023424,om
0.7376607811112079,0.7882897274993463,0.48,0.5,0.863830390555604,0.57042402361099,0.2727632424997821,om
0.721907790966682,0.7190858480032859,0.48,0.5,0.807861686450023,0.5155723372900046,0.22404610451665902,om
0.7064924942252039,0.6244350049498252,0.48,0.5,0.775666240512835,0.4755649950501748,0.2362900032998835,om
0.7364875840506319,0.8010744956962088,0.48,0.5,0.7886365754430494,0.5540496637974726,0.19917382329115385,om
0.6333063057256002,0.7647580436750858,0.8762908644477705,0.5,0.7652419563249142,0.5781048908122857,0.43197619201091364,om
0.7537038458951412,0.745740385262147,0.48,0.5,0.7774076917902825,0.4920365393670058,0.19796346063299422,om
0.7285125773582939,0.7773490563134524,0.48,0.5,0.7287924505076195,0.5214433941941671,0.16590566211928537,om
0.6524110394805345,0.7416073596536896,0.48,0.5,0.8239064396969784,0.4293082796104008,0.31138344077919844,om
0.6864731195529974,0.6499569675990439,0.48,0.5,0.7946881631290181,0.4111612826820155,0.2311612826820155,om
0.7267790378082216,0.8348464604931545,0.48,0.5,0.8587116151232886,0.5716254983013761,0.28871161512328863,om
0.7606909729483161,0.5748761570270724,0.48,0.5,0.8751238429729276,0.5224641209581606,0.21108217506152843,om
0.5282518264151402,0.7831815641507942,0.48,0.5,0.7303147830189253,0.3758740867924299,0.39444069622649547,om
0.6111103798432106,0.541271826139857,0.48,0.5,0.7846029656694887,0.4257133455126993,0.3258747918093458,om
0.6297896975191108,0.6316840555636926,0.48,0.5,0.77,0.3761053148121025,0.32115748150318,om
0.5987916629166907,0.701550923842606,0.48,0.5,0.7656898152314788,0.39879166291669066,0.3853472284721823,om
0.6779749345928326,0.6218997383713305,0.48,0.5,0.7252748473832761,0.40945030523344783,0.3020250654071674,om
0.635269885383121,0.5378235498318825,0.48,0.5,0.6780034734206299,0.510539770766242,0.3496401528225053,om
0.65592834954927,0.5356895147135033,0.48,0.5,0.65407165045073,0.5393412944945256,0.3273651779781022,om
0.6494178466623621,0.5134929200258276,0.48,0.5,0.6623286133505517,0.5277747799096035,0.32592492663653455,om
0.6646484770965603,0.5588282569885342,0.48,0.5,0.6648828256988535,0.5131444586563062,0.33732423854828014,om
0.6735466765791118,0.5570933531582236,0.48,0.5,0.7247533605925576,0.4516999628283307,0.25935997026266455,om
0.676022894820566,0.6173444411348348,0.48,0.5,0.725057237051415,0.553011447410283,0.316988552589717,om
0.6094330131896065,0.7128349340519675,0.9018966628280922,0.5,0.7492473709828658,0.5805669868103934,0.48415454987949524,om
0.672977430631639,0.7014785885969906,0.48,0.5,0.7978645837898333,0.47106770810508336,0.28404513873672227,om
0.5802580593269974,0.6709429400146214,0.48,0.5,0.6921885880029243,0.45416376532553526,0.35682382333577023,om
0.7389487982347323,0.8954447923505064,0.48,0.5,0.5710512017652677,0.5301168001961409,0.29046720078456345,om
0.6414140898785103,0.5298136387418994,0.48,0.5,0.6639627277483799,0.5294327260043203,0.3333022731236499,om
0.6703403367105196,0.7308735069944634,0.48,0.5,0.6883494027977853,0.41956324650276833,0.3641747013988927,om
0.554756656176438,0.7404866876471241,0.48,0.5,0.7142072239705937,0.3655180599264842,0.34524334382356203,om
0.5874683299963253,0.7226880435341673,0.48,0.5,0.7398436264695074,0.38396872529390147,0.3125316700036747,om
0.6176672944026717,0.6836070307730131,0.48,0.5,0.7487256748243152,0.38574513496486307,0.2823327055973283,om
0.5521344184205226,0.7885770543863183,0.48,0.5,0.645019690352114,0.36214754532193194,0.36214754532193194,om
0.5235513310183765,0.8054041598585717,0.48,0.5,0.7210445091230518,0.38020890182461037,0.37644866898162355,om
0.6398828013827673,0.5705566934318556,0.4815235820240257,0.5,0.7002050975801573,0.33076179101201286,0.26076179101201286,om
0.6086195667077998,0.7190570581379508,0.8879456327986022,0.5,0.7549157582613503,0.533972816399301,0.4639728163993011,om
0.6503370461954743,0.676816144019901,0.48,0.5,0.7103370461954742,0.38857659510768766,0.2565543179348419,om
0.681024383763836,0.6520487675276719,0.48,0.5,0.6882787474960469,0.3886062625197657,0.3186062625197657,om
0.6395107954740002,0.5758704543119977,0.48,0.5,0.6975539773700009,0.3339136362079985,0.26097840905199965,om
0.5700549737719474,0.6661744110635724,0.48,0.5,0.7612018979495461,0.35622938483551975,0.4261194372916251,om
0.6677269388503961,0.7292150277952745,0.6798362890708547,0.5,0.7145870500314941,0.4914880889448784,0.4214880889448784,om
0.5723027813849106,0.7046055627698213,0.6399361580038383,0.5,0.77,0.4307409929632362,0.47152986742359365,om
0.6407793288727016,0.7414639414214993,0.8072249907835922,0.5,0.7366350945586987,0.5306846125487976,0.4606846125487976,om
0.6287979891941264,0.616010054029368,0.7005009123810854,0.5,0.7066444237729219,0.5612020108058736,0.4105676410623197,om
0.5655867887898142,0.6911735775796283,0.5526282542675836,0.5,0.77,0.3921240355414312,0.45977688038217474,om
0.7193979166311226,0.76,0.5860872223454416,0.5,0.817759166652449,0.5740802777825169,0.34488305560768684,om
0.6673234814246736,0.8754116824422975,0.49988270941671054,0.5,0.7315294391859009,0.5034412381682768,0.2603237145048305,om
0.6116671637104991,0.7045809723751294,0.8483268717635121,0.5,0.7495824635066266,0.514163435881756,0.44416343588175605,om
0.7427334247310441,0.76,0.5051907942657139,0.5,0.8270933698924176,0.5709688767025274,0.310657643727802,om
0.7024433110553405,0.7746347587221916,0.6194962732230207,0.5,0.7553652412778085,0.5534131031945212,0.24925696363945704,om
0.6054382917839629,0.7328085410801853,0.9434417654467855,0.5,0.7580357580752816,0.584561708216037,0.49933449122094087,om
0.6001520803180582,0.7598479196819418,0.9920918234609711,0.5,0.7660459117304855,0.5860459117304855,0.5171104739568934,om
0.6646177725135636,0.7997647830852699,0.7415289099457456,0.5,0.8147353809709287,0.5850294021143412,0.405676248629849,om
0.6193754459542442,0.7932150502072758,0.8560681157684717,0.5,0.7589283165975748,0.5650887123445432,0.44526613703362955,om
0.7015557845881485,0.6616458644465211,0.48,0.5,0.7237768616474057,0.42235619684681597,0.22848925534103767,om
0.6611032611654754,0.5418387686091256,0.48,0.5,0.7796322462781748,0.4188967388345246,0.24371286197361205,om
0.6823891681773134,0.700357061428955,0.48,0.5,0.7547783363546269,0.43185957502477607,0.2252216636453731,om
0.6820199364000102,0.7256610811998263,0.48,0.5,0.8258604451999285,0.4378803815999387,0.2578803815999387,om
0.7199182950855434,0.7036895213250651,0.48,0.5,0.7580326819657827,0.4797548852566304,0.17409804589734784,om
0.63,0.5458619770506659,0.48,0.5,0.750896616064534,0.4388276045898668,0.28,om
0.7103418887031664,0.6707692495821245,0.48,0.5,0.8167806295677221,0.5303418887031665,0.2933903147838611,om
0.6784655515606075,0.5707759192676793,0.48,0.5,0.7738448161464642,0.4015344484393924,0.22345685651262448,om
0.668368891174212,0.5539481519570202,0.48,0.5,0.777210369608596,0.4116311088257879,0.23523629363008586,om
0.6258969240014062,0.5433399879817195,0.48,0.5,0.7325569360196869,0.4253815440084372,0.29025768999648455,om
0.63,0.5838814556368467,0.48,0.5,0.7242829810542073,0.4312237088726307,0.28,om
0.730071235919658,0.7350890448995724,0.48,0.5,0.7552671346987172,0.5002493257188027,0.3298931461205131,om
0.7608323681789171,0.5913911409158601,0.48,0.5,0.8494412272630569,0.5147206136315285,0.22444701818955443,om
0.7007803804871535,0.7253660325214107,0.48,0.5,0.7291713040685145,0.4361464130085643,0.3323411414614606,om
0.6841121223319696,0.6237070744398986,0.48,0.5,0.6713707074439899,0.47746110905805583,0.3470560611659848,om
0.6800036255847379,0.7040007251169476,0.48,0.5,0.6979978246491573,0.41600169193954434,0.3779978246491572,om
0.602245808437887,0.7563505612884337,0.9854022451537346,0.5,0.7688770957810566,0.5846662049600184,0.5138240267958109,om
0.7047402852047668,0.6959740938793784,0.48,0.5,0.6887661913253885,0.4247402852047669,0.3494805704095338,om
0.7001771722923611,0.6804429307309027,0.48,0.5,0.7367257240974536,0.44708006868217587,0.24955706926909732,om
0.68,0.7301705039416635,0.48,0.5,0.8147596571814075,0.43852711690063984,0.2768837298596161,om
0.6602615082802031,0.6382243715499154,0.48,0.5,0.7365794972399323,0.39342050276006774,0.32467311464974613,om
0.7526482630289154,0.45990343259089667,0.48,0.5,0.6209793217520752,0.806275847809906,0.8226482630289155,imU
0.6152758289976215,0.4367558673603806,0.48,0.5,0.6374330994797146,0.7574330994797146,0.7816220663198098,imU
0.7123320705187448,0.4179552188049986,0.48,0.5,0.6198394773737297,0.7556865316349903,0.7664850162574841,imU
0.6461308816610536,0.45795637277964885,0.48,0.5,0.48735705799326423,0.7332698035525619,0.7628610781084917,imU
0.7202620320685807,0.41996256684734556,0.48,0.5,0.6500374331526544,0.7701497326106176,0.7901497326106176,imU
0.8166729047685855,0.45334580953717085,0.48,0.5,0.4967384048387323,0.7000280714586344,0.7167009762272198,imU
0.6809767180915963,0.5515311753160337,0.48,0.5,0.6142344123419832,0.7421172061709915,0.7721172061709916,imU
0.6746867440042161,0.45552209332630644,0.48,0.5,0.5644779066736936,0.7195823253389548,0.7546867440042162,imU
0.7372268416104943,0.43393557013420786,0.48,0.5,0.5230953077184664,0.7124510090605449,0.7345798687921292,imU
0.7435253264728936,0.3925322714689745,0.48,0.5,0.5204170755852384,0.7828202611783148,0.7325322714689745,imU
0.6441958260577181,0.44832166957691283,0.48,0.5,0.6632866783076512,0.6209091477500668,0.6692308173269796,imU
0.6700932569086987,0.4706831474688935,0.48,0.5,0.5337887649792623,0.7093168525311064,0.7368943824896311,imU
0.6005600915219467,0.29369603203268135,0.48,0.5,0.6304959176302479,0.7536960320326813,0.7663039679673187,imU
0.7188807611416563,0.42564852817693266,0.48,0.5,0.5037656854512885,0.7543514718230673,0.7218828427256442,imU
0.8128333472605542,0.41755559269481135,0.48,0.5,0.5590555509131486,0.7754722245434257,0.7626388772828715,imU
0.7694999204771712,0.5295015109337482,0.48,0.5,0.533249721670099,0.7384997614315134,0.7689998409543423,imU
0.7501198913087752,0.37107902177897656,0.48,0.5,0.6392207064929614,0.7004795652351007,0.74,imU
0.5454060993776587,0.43576232520003827,0.48,0.5,0.6253861499555471,0.7292277000889059,0.7619207750666794,imU
