mcg,gvh,lip,chg,aac,alm1,alm2,class
0.44,0.51,0.48,0.5,0.47,0.26,0.36,cp
0.37,0.5,0.48,0.5,0.42,0.36,0.45,cp
0.44,0.42,0.48,0.5,0.42,0.25,0.2,cp
0.24,0.43,0.48,0.5,0.37,0.28,0.38,cp
0.42,0.3,0.48,0.5,0.48,0.26,0.36,cp
0.48,0.42,0.48,0.5,0.45,0.25,0.35,cp
0.41,0.48,0.48,0.5,0.51,0.44,0.51,cp
0.44,0.28,0.48,0.5,0.43,0.27,0.37,cp
0.29,0.41,0.48,0.5,0.48,0.38,0.46,cp
0.34,0.28,0.48,0.5,0.41,0.35,0.44,cp
0.41,0.43,0.48,0.5,0.45,0.31,0.41,cp
0.29,0.47,0.48,0.5,0.41,0.23,0.34,cp
0.34,0.55,0.48,0.5,0.58,0.31,0.41,cp
0.36,0.56,0.48,0.5,0.43,0.45,0.53,cp
0.4,0.46,0.48,0.5,0.52,0.49,0.56,cp
0.5,0.49,0.48,0.5,0.49,0.46,0.53,cp
0.52,0.44,0.48,0.5,0.37,0.36,0.42,cp
0.5,0.51,0.48,0.5,0.27,0.23,0.34,cp
0.53,0.42,0.48,0.5,0.16,0.29,0.39,cp
0.34,0.46,0.48,0.5,0.52,0.35,0.44,cp
0.4,0.42,0.48,0.5,0.37,0.27,0.27,cp
0.41,0.43,0.48,0.5,0.5,0.24,0.25,cp
0.3,0.45,0.48,0.5,0.36,0.21,0.32,cp
0.31,0.47,0.48,0.5,0.29,0.28,0.39,cp
0.64,0.76,0.48,0.5,0.45,0.35,0.38,cp
0.35,0.37,0.48,0.5,0.3,0.34,0.43,cp
0.57,0.54,0.48,0.5,0.37,0.28,0.33,cp
0.65,0.55,0.48,0.5,0.34,0.37,0.28,cp
0.51,0.46,0.48,0.5,0.58,0.31,0.41,cp
0.38,0.4,0.48,0.5,0.63,0.25,0.35,cp
0.24,0.57,0.48,0.5,0.63,0.34,0.43,cp
0.38,0.26,0.48,0.5,0.54,0.16,0.28,cp
0.33,0.47,0.48,0.5,0.53,0.18,0.29,cp
0.24,0.34,0.48,0.5,0.38,0.3,0.4,cp
0.26,0.5,0.48,0.5,0.44,0.32,0.41,cp
0.44,0.49,0.48,0.5,0.39,0.38,0.4,cp
0.43,0.32,0.48,0.5,0.33,0.45,0.52,cp
0.49,0.43,0.48,0.5,0.49,0.3,0.4,cp
0.47,0.28,0.48,0.5,0.56,0.2,0.25,cp
0.32,0.33,0.48,0.5,0.6,0.06,0.2,cp
0.34,0.35,0.48,0.5,0.51,0.49,0.56,cp
0.35,0.34,0.48,0.5,0.46,0.3,0.27,cp
0.38,0.3,0.48,0.5,0.43,0.29,0.39,cp
0.38,0.44,0.48,0.5,0.43,0.2,0.31,cp
0.41,0.51,0.48,0.5,0.58,0.2,0.31,cp
0.34,0.42,0.48,0.5,0.41,0.34,0.43,cp
0.51,0.49,0.48,0.5,0.53,0.14,0.26,cp
0.25,0.51,0.48,0.5,0.37,0.42,0.5,cp
0.29,0.28,0.48,0.5,0.5,0.42,0.5,cp
0.25,0.26,0.48,0.5,0.39,0.32,0.42,cp
0.24,0.41,0.48,0.5,0.49,0.23,0.34,cp
0.17,0.39,0.48,0.5,0.53,0.3,0.39,cp
0.04,0.31,0.48,0.5,0.41,0.29,0.39,cp
0.61,0.36,0.48,0.5,0.49,0.35,0.44,cp
0.34,0.51,0.48,0.5,0.44,0.37,0.46,cp
0.28,0.33,0.48,0.5,0.45,0.22,0.33,cp
0.4,0.46,0.48,0.5,0.42,0.35,0.44,cp
0.23,0.34,0.48,0.5,0.43,0.26,0.37,cp
0.37,0.44,0.48,0.5,0.42,0.39,0.47,cp
0.0,0.38,0.48,0.5,0.42,0.48,0.55,cp
0.39,0.31,0.48,0.5,0.38,0.34,0.43,cp
0.3,0.44,0.48,0.5,0.49,0.22,0.33,cp
0.27,0.3,0.48,0.5,0.71,0.28,0.39,cp
0.17,0.52,0.48,0.5,0.49,0.37,0.46,cp
0.36,0.42,0.48,0.5,0.53,0.32,0.41,cp
0.3,0.37,0.48,0.5,0.43,0.18,0.3,cp
0.26,0.4,0.48,0.5,0.36,0.26,0.37,cp
0.4,0.41,0.48,0.5,0.55,0.22,0.33,cp
0.22,0.34,0.48,0.5,0.42,0.29,0.39,cp
0.44,0.35,0.48,0.5,0.44,0.52,0.59,cp
0.27,0.42,0.48,0.5,0.37,0.38,0.43,cp
0.16,0.43,0.48,0.5,0.54,0.27,0.37,cp
0.06,0.61,0.48,0.5,0.49,0.92,0.37,im
0.44,0.52,0.48,0.5,0.43,0.47,0.54,im
0.63,0.47,0.48,0.5,0.51,0.82,0.84,im
0.23,0.48,0.48,0.5,0.59,0.88,0.89,im
0.34,0.49,0.48,0.5,0.58,0.85,0.8,im
0.43,0.4,0.48,0.5,0.58,0.75,0.78,im
0.46,0.61,0.48,0.5,0.48,0.86,0.87,im
0.27,0.35,0.48,0.5,0.51,0.77,0.79,im
0.52,0.39,0.48,0.5,0.65,0.71,0.73,im
0.29,0.47,0.48,0.5,0.71,0.65,0.69,im
0.55,0.47,0.48,0.5,0.57,0.78,0.8,im
0.12,0.67,0.48,0.5,0.74,0.58,0.63,im
0.4,0.5,0.48,0.5,0.65,0.82,0.84,im
0.73,0.36,0.48,0.5,0.53,0.91,0.92,im
0.84,0.44,0.48,0.5,0.48,0.71,0.74,im
0.48,0.45,0.48,0.5,0.6,0.78,0.8,im
0.54,0.49,0.48,0.5,0.4,0.87,0.88,im
0.48,0.41,0.48,0.5,0.51,0.9,0.88,im
0.5,0.66,0.48,0.5,0.31,0.92,0.92,im
0.72,0.46,0.48,0.5,0.51,0.66,0.7,im
0.47,0.55,0.48,0.5,0.58,0.71,0.75,im
0.33,0.56,0.48,0.5,0.33,0.78,0.8,im
0.64,0.58,0.48,0.5,0.48,0.78,0.73,im
0.54,0.57,0.48,0.5,0.56,0.81,0.83,im
0.47,0.59,0.48,0.5,0.52,0.76,0.79,im
0.63,0.5,0.48,0.5,0.59,0.85,0.86,im
0.49,0.42,0.48,0.5,0.53,0.79,0.81,im
0.31,0.5,0.48,0.5,0.57,0.84,0.85,im
0.74,0.44,0.48,0.5,0.55,0.88,0.89,im
0.33,0.45,0.48,0.5,0.45,0.88,0.89,im
0.45,0.4,0.48,0.5,0.61,0.74,0.77,im
0.71,0.4,0.48,0.5,0.71,0.7,0.74,im
0.5,0.37,0.48,0.5,0.66,0.64,0.69,im
0.66,0.53,0.48,0.5,0.59,0.66,0.66,im
0.6,0.61,0.48,0.5,0.54,0.67,0.71,im
0.83,0.37,0.48,0.5,0.61,0.71,0.74,im
0.34,0.51,0.48,0.5,0.67,0.9,0.9,im
0.63,0.54,0.48,0.5,0.65,0.79,0.81,im
0.7,0.4,0.48,0.5,0.56,0.86,0.83,im
0.6,0.5,1.0,0.5,0.54,0.77,0.8,im
0.16,0.51,0.48,0.5,0.33,0.39,0.48,im
0.74,0.7,0.48,0.5,0.66,0.65,0.69,im
0.2,0.46,0.48,0.5,0.57,0.78,0.81,im
0.89,0.55,0.48,0.5,0.51,0.72,0.76,im
0.7,0.46,0.48,0.5,0.56,0.78,0.73,im
0.12,0.43,0.48,0.5,0.63,0.7,0.74,im
0.61,0.52,0.48,0.5,0.54,0.67,0.52,im
0.33,0.37,0.48,0.5,0.46,0.65,0.69,im
0.63,0.65,0.48,0.5,0.66,0.67,0.71,im
0.41,0.51,0.48,0.5,0.53,0.75,0.78,im
0.34,0.67,0.48,0.5,0.52,0.76,0.79,im
0.58,0.34,0.48,0.5,0.56,0.87,0.81,im
0.59,0.56,0.48,0.5,0.55,0.8,0.82,im
0.51,0.4,0.48,0.5,0.57,0.62,0.67,im
0.5,0.57,0.48,0.5,0.71,0.61,0.66,im
0.6,0.46,0.48,0.5,0.45,0.81,0.83,im
0.37,0.47,0.48,0.5,0.39,0.76,0.79,im
0.58,0.55,0.48,0.5,0.57,0.7,0.74,im
0.36,0.47,0.48,0.5,0.51,0.69,0.72,im
0.39,0.41,0.48,0.5,0.52,0.72,0.75,im
0.35,0.51,0.48,0.5,0.61,0.71,0.74,im
0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
0.61,0.66,0.48,0.5,0.46,0.87,0.88,im
0.48,0.49,0.48,0.5,0.52,0.77,0.71,im
0.11,0.5,0.48,0.5,0.58,0.72,0.68,im
0.31,0.36,0.48,0.5,0.58,0.94,0.94,im
0.68,0.51,0.48,0.5,0.71,0.75,0.78,im
0.69,0.39,0.48,0.5,0.57,0.76,0.79,im
0.52,0.54,0.48,0.5,0.62,0.76,0.79,im
0.46,0.59,0.48,0.5,0.36,0.76,0.23,im
0.36,0.45,0.48,0.5,0.38,0.79,0.17,im
0.0,0.51,0.48,0.5,0.35,0.67,0.44,im
0.1,0.49,0.48,0.5,0.41,0.67,0.21,im
0.3,0.51,0.48,0.5,0.42,0.61,0.34,im
0.61,0.47,0.48,0.5,0.0,0.8,0.32,im
0.63,0.75,0.48,0.5,0.64,0.73,0.66,im
0.71,0.52,0.48,0.5,0.64,1.0,0.99,im
0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
0.72,0.42,0.48,0.5,0.65,0.77,0.79,imU
0.79,0.41,0.48,0.5,0.66,0.81,0.83,imU
0.83,0.48,0.48,0.5,0.65,0.76,0.79,imU
0.69,0.43,0.48,0.5,0.59,0.74,0.77,imU
0.79,0.36,0.48,0.5,0.46,0.82,0.7,imU
0.78,0.33,0.48,0.5,0.57,0.77,0.79,imU
0.75,0.37,0.48,0.5,0.64,0.7,0.74,imU
0.59,0.29,0.48,0.5,0.64,0.75,0.77,imU
0.67,0.37,0.48,0.5,0.54,0.64,0.68,imU
0.66,0.48,0.48,0.5,0.54,0.7,0.74,imU
0.64,0.46,0.48,0.5,0.48,0.73,0.76,imU
0.76,0.71,0.48,0.5,0.5,0.71,0.75,imU
0.84,0.49,0.48,0.5,0.55,0.78,0.74,imU
0.77,0.55,0.48,0.5,0.51,0.78,0.74,imU
0.81,0.44,0.48,0.5,0.42,0.67,0.68,imU
0.58,0.6,0.48,0.5,0.59,0.73,0.76,imU
0.63,0.42,0.48,0.5,0.48,0.77,0.8,imU
0.62,0.42,0.48,0.5,0.58,0.79,0.81,imU
0.86,0.39,0.48,0.5,0.59,0.89,0.9,imU
0.81,0.53,0.48,0.5,0.57,0.87,0.88,imU
0.87,0.49,0.48,0.5,0.61,0.76,0.79,imU
0.47,0.46,0.48,0.5,0.62,0.74,0.77,imU
0.76,0.41,0.48,0.5,0.5,0.59,0.62,imU
0.7,0.53,0.48,0.5,0.7,0.86,0.87,imU
0.64,0.45,0.48,0.5,0.67,0.61,0.66,imU
0.81,0.52,0.48,0.5,0.57,0.78,0.8,imU
0.73,0.26,0.48,0.5,0.57,0.75,0.78,imU
0.49,0.61,1.0,0.5,0.56,0.71,0.74,imU
0.88,0.42,0.48,0.5,0.52,0.73,0.75,imU
0.84,0.54,0.48,0.5,0.75,0.92,0.7,imU
0.63,0.51,0.48,0.5,0.64,0.72,0.76,imU
0.86,0.55,0.48,0.5,0.63,0.81,0.83,imU
0.79,0.54,0.48,0.5,0.5,0.66,0.68,imU
0.57,0.38,0.48,0.5,0.06,0.49,0.33,imU
0.78,0.44,0.48,0.5,0.45,0.73,0.68,imU
0.78,0.68,0.48,0.5,0.83,0.4,0.29,om
0.63,0.69,0.48,0.5,0.65,0.41,0.28,om
0.67,0.88,0.48,0.5,0.73,0.5,0.25,om
0.61,0.75,0.48,0.5,0.51,0.33,0.33,om
0.67,0.84,0.48,0.5,0.74,0.54,0.37,om
0.74,0.9,0.48,0.5,0.57,0.53,0.29,om
0.73,0.84,0.48,0.5,0.86,0.58,0.29,om
0.75,0.76,0.48,0.5,0.83,0.57,0.3,om
0.77,0.57,0.48,0.5,0.88,0.53,0.2,om
0.74,0.78,0.48,0.5,0.75,0.54,0.15,om
0.68,0.76,0.48,0.5,0.84,0.45,0.27,om
0.56,0.68,0.48,0.5,0.77,0.36,0.45,om
0.65,0.51,0.48,0.5,0.66,0.54,0.33,om
0.52,0.81,0.48,0.5,0.72,0.38,0.38,om
0.64,0.57,0.48,0.5,0.7,0.33,0.26,om
0.6,0.76,1.0,0.5,0.77,0.59,0.52,om
0.69,0.59,0.48,0.5,0.77,0.39,0.21,om
0.63,0.49,0.48,0.5,0.79,0.45,0.28,om
0.71,0.71,0.48,0.5,0.68,0.43,0.36,om
0.68,0.63,0.48,0.5,0.73,0.4,0.3,om
0.77,0.57,1.0,0.5,0.37,0.54,0.01,omL
0.66,0.49,1.0,0.5,0.54,0.56,0.36,omL
0.71,0.46,1.0,0.5,0.52,0.59,0.3,omL
0.67,0.55,1.0,0.5,0.66,0.58,0.16,omL
0.68,0.49,1.0,0.5,0.62,0.55,0.28,omL
0.74,0.49,0.48,0.5,0.42,0.54,0.36,pp
0.7,0.61,0.48,0.5,0.56,0.52,0.43,pp
0.66,0.86,0.48,0.5,0.34,0.41,0.36,pp
0.73,0.78,0.48,0.5,0.58,0.51,0.31,pp
0.65,0.57,0.48,0.5,0.47,0.47,0.51,pp
0.72,0.86,0.48,0.5,0.17,0.55,0.21,pp
0.67,0.7,0.48,0.5,0.46,0.45,0.33,pp
0.67,0.81,0.48,0.5,0.54,0.49,0.23,pp
0.67,0.61,0.48,0.5,0.51,0.37,0.38,pp
0.63,1.0,0.48,0.5,0.35,0.51,0.49,pp
0.57,0.59,0.48,0.5,0.39,0.47,0.33,pp
0.71,0.71,0.48,0.5,0.4,0.54,0.39,pp
0.66,0.74,0.48,0.5,0.31,0.38,0.43,pp
0.67,0.81,0.48,0.5,0.25,0.42,0.25,pp
0.64,0.72,0.48,0.5,0.49,0.42,0.19,pp
0.68,0.82,0.48,0.5,0.38,0.65,0.56,pp
0.32,0.39,0.48,0.5,0.53,0.28,0.38,pp
0.7,0.64,0.48,0.5,0.47,0.51,0.47,pp
0.63,0.57,0.48,0.5,0.49,0.7,0.2,pp
0.74,0.82,0.48,0.5,0.49,0.49,0.41,pp
0.63,0.86,0.48,0.5,0.39,0.47,0.34,pp
0.63,0.83,0.48,0.5,0.4,0.39,0.19,pp
0.63,0.71,0.48,0.5,0.6,0.4,0.39,pp
0.71,0.86,0.48,0.5,0.4,0.54,0.32,pp
0.68,0.78,0.48,0.5,0.43,0.44,0.42,pp
0.64,0.84,0.48,0.5,0.37,0.45,0.4,pp
0.74,0.47,0.48,0.5,0.5,0.57,0.42,pp
0.75,0.84,0.48,0.5,0.35,0.52,0.33,pp
0.63,0.65,0.48,0.5,0.39,0.44,0.35,pp
0.69,0.67,0.48,0.5,0.3,0.39,0.24,pp
0.7,0.71,0.48,0.5,0.42,0.84,0.85,pp
0.69,0.8,0.48,0.5,0.46,0.57,0.26,pp
0.64,0.66,0.48,0.5,0.41,0.39,0.2,pp
0.63,0.8,0.48,0.5,0.46,0.31,0.29,pp
0.66,0.71,0.48,0.5,0.41,0.5,0.35,pp
0.69,0.59,0.48,0.5,0.46,0.44,0.52,pp
0.68,0.67,0.48,0.5,0.49,0.4,0.34,pp
0.64,0.78,0.48,0.5,0.5,0.36,0.38,pp
0.62,0.78,0.48,0.5,0.47,0.49,0.54,pp
0.76,0.73,0.48,0.5,0.44,0.39,0.39,pp
0.64,0.81,0.48,0.5,0.37,0.39,0.44,pp
0.29,0.39,0.48,0.5,0.52,0.4,0.48,pp
0.62,0.83,0.48,0.5,0.46,0.36,0.4,pp
0.56,0.54,0.48,0.5,0.43,0.37,0.3,pp
0.69,0.66,0.48,0.5,0.41,0.5,0.25,pp
0.69,0.65,0.48,0.5,0.63,0.48,0.41,pp
0.43,0.59,0.48,0.5,0.52,0.49,0.56,pp
0.74,0.56,0.48,0.5,0.47,0.68,0.3,pp
0.71,0.57,0.48,0.5,0.48,0.35,0.32,pp
0.61,0.6,0.48,0.5,0.44,0.39,0.38,pp
0.59,0.61,0.48,0.5,0.42,0.42,0.37,pp
0.74,0.74,0.48,0.5,0.31,0.53,0.52,pp
0.7251561916248801,0.47049981319961653,1.0,0.7515619162488016,0.4546563784252637,0.6439066586258388,0.5683131304512943,imL
0.7153555306435255,0.43913769805928166,1.0,0.6535553064352551,0.4762178325842439,0.7125112854953214,0.6741602690499245,imL
0.7067632021197771,0.41164224678328676,1.0,0.5676320211977711,0.49512095533649036,0.7726575851615602,0.7669574171064072,imL
0.7437015579840671,0.5298449855490148,1.0,0.9370155798406712,0.41385657243505236,0.5140890941115301,0.3680231737720751,imL
0.7289218000871637,0.4825497602789237,1.0,0.7892180008716365,0.44637203980824,0.6175473993898544,0.5276445590586325,imL
0.7132083304109861,0.4322666573151555,1.0,0.632083304109861,0.4809416730958306,0.7275416871230973,0.6973500315613501,imL
0.7035449343680079,0.4013437899776253,1.0,0.5354493436800791,0.5022011443903827,0.7951854594239446,0.8017147088255145,imL
0.7261566827374485,0.47370138475983525,1.0,0.761566827374485,0.4524552979776133,0.6369032208378604,0.5575078264355562,imL
0.7321558647654098,0.4928987672493117,1.0,0.8215586476540989,0.43925709751609826,0.5949089466421307,0.49271666053357316,imL
0.7074078335738863,0.4137050674364361,1.0,0.5740783357388628,0.4937027661374502,0.768145164982796,0.7599953974020281,imL
0.7219378009758155,0.4602009631226098,1.0,0.7193780097581555,0.4617368378532058,0.6664353931692911,0.603071749461192,imL
0.7034954846037956,0.40118555073214623,1.0,0.534954846037957,0.5023099338716495,0.79553160777343,0.8022487662790065,imL
0.7478752982324428,0.5432009543438171,1.0,0.9787529823244282,0.40467434388862583,0.48487291237290026,0.32294677908961755,imL
0.738653183151357,0.5136901860843426,1.0,0.8865318315135703,0.42496299706701457,0.5494277179405007,0.42254562196534406,imL
0.7435709080331577,0.5294269057061047,1.0,0.9357090803315771,0.41414400232705306,0.515003643767896,0.36943419324189675,imL
0.7434767014488155,0.5291254446362095,1.0,0.9347670144881546,0.41435125681260604,0.5156630898582918,0.37045162435279305,imL
0.7183896960898167,0.4488470274874135,1.0,0.6838969608981671,0.46954266860240323,0.691272127371283,0.6413912822299794,imL
0.7323086792722404,0.4933877736711695,1.0,0.8230867927224046,0.438920905601071,0.5938392450943167,0.491066263859803,imL
0.7313234522703218,0.49023504726502987,1.0,0.8132345227032182,0.441088405005292,0.6007358341077472,0.5017067154805244,imL
0.7350493720521971,0.5021579905670309,1.0,0.8504937205219716,0.43289138148516626,0.57465439563462,0.46146678183627077,imL
0.7031653203332059,0.40012902506625914,1.0,0.5316532033320598,0.5030362952669469,0.7978427576675582,0.8058145404013755,imL
0.7029570073812854,0.3994624236201135,1.0,0.5295700738128547,0.503494583761172,0.7993009483310016,0.8080643202821169,imL
0.7229791171677861,0.4635331749369155,1.0,0.7297911716778608,0.45944594223087065,0.6591461798254974,0.5918255345879104,imL
0.730484661028088,0.4875509152898814,1.0,0.8048466102808793,0.4429337457382066,0.6066073728033845,0.5107656608966504,imL
0.7049883189431253,0.40596262061800104,1.0,0.5498831894312532,0.4990256983251243,0.7850817673981227,0.7861261554142465,imL
0.7347742415334578,0.501277572907065,1.0,0.8477424153345781,0.43349666862639286,0.5765803092657953,0.4644381914386556,imL
0.7231892949989883,0.4642057439967627,1.0,0.7318929499898833,0.4589835510022257,0.6576749350070816,0.589555614010926,imL
0.7218457352278607,0.45990635272915426,1.0,0.718457352278607,0.4619393824987065,0.6670798534049751,0.6040660595391045,imL
0.706971228541761,0.4123079313336353,1.0,0.5697122854176102,0.4946632972081258,0.7712014002076728,0.7647107317489811,imL
0.7133881266185842,0.4328420051794697,1.0,0.6338812661858426,0.4805461214391146,0.7262831136699102,0.6954082325192898,imL
0.7228530678958679,0.4631298172667774,1.0,0.7285306789586792,0.4597232506290906,0.6600285247289245,0.5931868667246265,imL
0.7212726720912235,0.4580725506919154,1.0,0.7127267209122354,0.4632001213993082,0.6710912953614351,0.6102551414147857,imL
0.7148998922606081,0.43767965523394603,1.0,0.6489989226060813,0.47722023702666216,0.7157007541757431,0.6790811635854322,imL
0.7392339503024588,0.5155486409678682,1.0,0.892339503024588,0.42368530933459064,0.5453623478827884,0.41627333673344497,imL
0.7087112619309495,0.4178760381790384,1.0,0.5871126193094949,0.49083522375191113,0.7590211664833536,0.7459183711457456,imL
0.7485989166188618,0.5455165331803576,1.0,0.9859891661886176,0.40308238343850417,0.4798075836679676,0.3151317005162929,imL
0.7153755086372826,0.4392016276393044,1.0,0.6537550863728263,0.4761738809979782,0.7123714395390215,0.6739445067173476,imL
0.7258863308534864,0.47283625873115653,1.0,0.758863308534864,0.45305007212232995,0.6387956840255952,0.5604276267823469,imL
0.7454475222002243,0.5354320710407177,1.0,0.9544752220022428,0.4100154511595066,0.5018673445984301,0.34916676023757787,imL
0.7017674900220944,0.39565596807070214,1.0,0.5176749002209442,0.5061115219513923,0.807627569845339,0.8209111077613802,imL
0.734895912261517,0.5016669192368544,1.0,0.8489591226151696,0.4332289930246627,0.5757286141693813,0.4631241475756168,imL
0.7468263093868311,0.5398441900378597,1.0,0.9682630938683114,0.4069821193489715,0.49221583429218196,0.33427585862222364,imL
0.7413296143260361,0.5222547658433153,1.0,0.9132961432603603,0.41907484848272075,0.5306926997177478,0.39364016527881085,imL
0.7292042577530106,0.4834536248096337,1.0,0.7920425775301053,0.44575063294337686,0.6155701957289262,0.5245940162674863,imL
0.7420848920690665,0.5246716546210128,1.0,0.9208489206906652,0.4174132374480537,0.5254057555165343,0.3854831656540817,imL
0.7057177571668315,0.40829682293386105,1.0,0.5571775716683157,0.49742093423297057,0.779975699832179,0.778248222598219,imL
0.7395979234042523,0.5167133548936076,1.0,0.8959792340425237,0.4228845685106448,0.5428145361702335,0.41234242723407444,imL
0.7110156475666551,0.4252500722132966,1.0,0.6101564756665517,0.4857655753533586,0.7428904670334138,0.7210310062801242,imL
0.7103236566296154,0.4230357012147694,1.0,0.6032365662961543,0.48728795541484604,0.7477344035926918,0.7285045084001533,imL
0.7190331840621105,0.45090618899875357,1.0,0.690331840621105,0.4681269950633569,0.6867677115652265,0.6344416121292067,imL
0.7030564372506644,0.39978059920212616,1.0,0.5305643725066442,0.5032758380485383,0.7986049392453489,0.8069904776928243,imL
0.7202012523389164,0.45464400748453254,1.0,0.7020125233891641,0.4655572448543839,0.678591233627585,0.6218264747397028,imL
0.7385822224390696,0.5134631118050228,1.0,0.8858222243906961,0.4251191106340469,0.5499244429265127,0.42331199765804817,imL
0.7379086676377509,0.5113077364408027,1.0,0.8790866763775086,0.42660093119694814,0.554639326535744,0.4305863895122907,imL
0.7117965826519539,0.4277490644862525,1.0,0.617965826519539,0.48404751816570146,0.7374239214363226,0.7125969073588978,imL
0.7031339780295113,0.40002872969443637,1.0,0.5313397802951136,0.5031052483350751,0.7980621537934205,0.8061530372812773,imL
0.7151565292327144,0.4385008935446865,1.0,0.6515652923271453,0.47665563568802805,0.7139042953709982,0.6763094842866831,imL
0.705292905779206,0.4069372984934594,1.0,0.5529290577920607,0.4983556072857467,0.7829496595455575,0.7828366175845745,imL
0.7373914438695492,0.5096526203825575,1.0,0.8739144386954922,0.4277388234869917,0.5582598929131554,0.4361724062088683,imL
