split,label,file_path
train,buka,data_preprocessed\train\buka\buka48k-buka_41.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_42.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_43.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_44.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_45.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_46.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_47.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_48.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_49.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_5.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_50.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_51.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_52.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_53.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_54.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_55.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_56.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_57.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_58.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_59.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_6.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_60.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_61.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_62.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_63.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_64.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_65.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_66.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_67.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_68.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_69.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_7.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_70.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_71.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_72.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_73.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_74.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_75.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_76.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_77.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_78.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_79.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_8.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_80.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_81.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_82.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_83.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_84.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_85.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_86.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_87.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_88.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_89.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_9.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_90.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_91.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_92.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_93.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_94.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_95.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_96.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_97.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_98.wav.wav
train,buka,data_preprocessed\train\buka\buka48k-buka_99.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_0.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_1.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_10.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_100.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_101.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_102.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_103.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_104.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_105.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_106.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_107.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_108.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_109.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_11.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_110.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_111.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_112.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_113.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_114.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_115.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_116.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_117.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_118.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_119.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_12.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_120.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_121.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_122.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_123.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_124.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_125.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_126.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_127.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_128.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_129.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_13.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_130.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_131.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_132.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_133.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_134.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_135.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_136.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_137.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_138.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_139.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_14.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_140.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_141.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_142.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_143.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_144.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_145.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_146.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_147.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_148.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_149.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_15.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_16.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_17.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_18.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_19.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_2.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_20.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_21.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_22.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_23.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_24.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_25.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_26.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_27.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_28.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_29.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_3.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_30.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_31.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_32.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_33.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_34.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_35.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_36.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_37.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_38.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_39.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_4.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_40.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_41.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_42.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_43.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_44.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_45.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_46.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_47.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_48.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_49.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_5.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_50.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_51.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_52.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_53.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_54.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_55.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_56.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_57.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_58.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_59.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_6.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_60.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_61.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_62.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_63.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_64.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_65.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_66.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_67.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_68.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_69.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_7.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_70.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_71.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_72.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_73.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_74.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_75.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_76.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_77.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_78.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_79.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_8.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_80.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_81.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_82.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_83.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_84.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_85.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_86.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_87.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_88.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_89.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_9.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_90.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_91.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_92.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_93.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_94.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_95.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_96.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_97.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_98.wav.wav
train,tutup,data_preprocessed\train\tutup\tutup48k-tutup_99.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_150.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_151.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_152.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_153.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_154.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_155.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_156.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_157.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_158.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_159.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_160.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_161.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_162.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_163.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_164.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_165.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_166.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_167.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_168.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_169.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_170.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_171.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_172.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_173.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_174.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_175.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_176.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_177.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_178.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_179.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_180.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_181.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_182.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_183.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_184.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_185.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_186.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_187.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_188.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_189.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_190.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_191.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_192.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_193.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_194.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_195.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_196.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_197.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_198.wav.wav
val,buka,data_preprocessed\val\buka\buka48k-buka_199.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_150.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_151.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_152.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_153.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_154.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_155.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_156.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_157.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_158.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_159.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_160.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_161.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_162.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_163.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_164.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_165.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_166.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_167.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_168.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_169.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_170.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_171.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_172.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_173.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_174.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_175.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_176.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_177.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_178.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_179.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_180.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_181.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_182.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_183.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_184.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_185.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_186.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_187.wav.wav
val,tutup,data_preprocessed\val\tutup\tutup48k-tutup_188.wav.wav
