file,label,mean,std,rms,zcr,centroid,bandwidth,contrast,rolloff
data_preprocessed\train\buka\buka48k-buka_124.wav.wav,buka,0.040872432,0.24281228,0.21154879,0.07672119140625,1023.5449747452918,1149.5378962661077,22.485358420367568,2039.7135416666667
data_preprocessed\train\buka\buka48k-buka_125.wav.wav,buka,0.031600244,0.14973988,0.12546149,0.10283203125,957.326244844969,1127.731784965247,20.751437930595902,1758.984375
data_preprocessed\train\buka\buka48k-buka_126.wav.wav,buka,0.031600244,0.14973988,0.12546149,0.10283203125,957.326244844969,1127.731784965247,20.751437930595902,1758.984375
data_preprocessed\train\buka\buka48k-buka_127.wav.wav,buka,0.03169613,0.14970815,0.12547,0.0982177734375,956.185952676656,1124.9659933404107,20.865870755599275,1758.203125
data_preprocessed\train\buka\buka48k-buka_128.wav.wav,buka,0.031672165,0.14973016,0.12547883,0.1013671875,956.5252313925364,1125.766366606169,20.753024036359196,1758.203125
data_preprocessed\train\buka\buka48k-buka_129.wav.wav,buka,0.031687845,0.14971448,0.12547165,0.0984130859375,956.1481042286017,1124.8016872809042,20.786936257680697,1757.8125
data_preprocessed\train\buka\buka48k-buka_13.wav.wav,buka,0.042781677,0.24895452,0.21554509,0.07887834821428572,1045.5706454365363,1163.7067063570864,23.079285607510485,2114.7321428571427
data_preprocessed\train\buka\buka48k-buka_130.wav.wav,buka,0.031747274,0.1497276,0.1255013,0.0979248046875,955.951359479978,1124.5841497559802,20.8081181737122,1757.8125
data_preprocessed\train\buka\buka48k-buka_131.wav.wav,buka,0.040869914,0.24280521,0.21154243,0.07672119140625,1023.552119203746,1149.6808725098072,22.448122026083336,2039.3880208333333
data_preprocessed\train\buka\buka48k-buka_132.wav.wav,buka,0.03138658,0.14968437,0.12534876,0.1177001953125,962.3242181450571,1138.0562107433059,20.5418093065944,1769.53125
data_preprocessed\train\buka\buka48k-buka_133.wav.wav,buka,0.03172806,0.14972553,0.12549315,0.0987548828125,956.0140201274747,1124.5923076725685,20.749671186252357,1757.8125
data_preprocessed\train\buka\buka48k-buka_134.wav.wav,buka,0.030908283,0.1610143,0.13518474,0.0971408420138889,969.0029374540468,1110.41143508019,21.17319969385444,1801.2152777777778
data_preprocessed\train\buka\buka48k-buka_135.wav.wav,buka,0.030640045,0.16100636,0.13509822,0.104736328125,975.8312977456814,1125.236835983519,21.031149601939543,1811.1979166666667
data_preprocessed\train\buka\buka48k-buka_136.wav.wav,buka,0.040492333,0.24329357,0.21358715,0.10318270596590909,1047.422504128868,1209.9774835880735,22.28954017386734,2071.0227272727275
data_preprocessed\train\buka\buka48k-buka_137.wav.wav,buka,0.04127028,0.24322678,0.21378039,0.07981178977272728,1019.0513385053969,1156.2820083610575,22.229896954228863,1970.8806818181818
data_preprocessed\train\buka\buka48k-buka_138.wav.wav,buka,0.0411528,0.24333866,0.21383494,0.08345170454545454,1022.269574777391,1162.7881110946976,22.423550207416564,1982.5994318181818
data_preprocessed\train\buka\buka48k-buka_139.wav.wav,buka,0.030800024,0.1609955,0.13513821,0.09974500868055555,970.8251172541788,1114.0972706766065,21.108502343426697,1803.3854166666667
data_preprocessed\train\buka\buka48k-buka_14.wav.wav,buka,0.04179035,0.24878412,0.21507603,0.09344308035714285,1084.228957731222,1233.4019867105608,23.077081857237676,2193.0803571428573
data_preprocessed\train\buka\buka48k-buka_140.wav.wav,buka,0.041433938,0.24330713,0.21389703,0.08358487215909091,1016.4631987620214,1150.6072399245015,22.26786591296024,1963.4232954545455
data_preprocessed\train\buka\buka48k-buka_141.wav.wav,buka,0.030322384,0.16083175,0.13486317,0.1215549045138889,986.9543367795915,1147.1462313904233,20.575911886847244,1832.8993055555557
data_preprocessed\train\buka\buka48k-buka_142.wav.wav,buka,0.030858211,0.16099851,0.13515727,0.09876844618055555,969.5935334825174,1111.336671015995,21.22467066040593,1801.2152777777778
data_preprocessed\train\buka\buka48k-buka_143.wav.wav,buka,0.030822203,0.1610002,0.13514811,0.09893120659722222,970.2855822713263,1112.6918256024471,21.19782309604189,1803.8194444444443
data_preprocessed\train\buka\buka48k-buka_144.wav.wav,buka,0.039031345,0.24201515,0.2120006,0.11885209517045454,1114.841186969835,1311.7369633231017,22.24332954040375,2229.403409090909
data_preprocessed\train\buka\buka48k-buka_145.wav.wav,buka,0.04145988,0.24326351,0.21386935,0.08303000710227272,1015.9852806062968,1149.5151910651746,22.23447497301008,1963.4232954545455
data_preprocessed\train\buka\buka48k-buka_146.wav.wav,buka,0.04098779,0.24334684,0.21379152,0.08749112215909091,1027.5696149185883,1173.1066660918934,22.373080880413283,2003.5511363636363
data_preprocessed\train\buka\buka48k-buka_147.wav.wav,buka,0.041436885,0.24327561,0.21387191,0.08285245028409091,1016.1667058946598,1149.9931443174387,22.280709542761183,1963.0681818181818
data_preprocessed\train\buka\buka48k-buka_148.wav.wav,buka,0.03990107,0.24483016,0.21285586,0.08605375744047619,1017.50480781546,1173.5036375149652,22.373145073599506,2015.625
data_preprocessed\train\buka\buka48k-buka_149.wav.wav,buka,0.039631814,0.24472201,0.21268445,0.0787992931547619,1023.7482345177516,1185.0121324281422,22.186275411715037,2027.529761904762
data_preprocessed\train\buka\buka48k-buka_15.wav.wav,buka,0.042841807,0.24893963,0.21555229,0.07494419642857143,1044.4028861709564,1161.0427192462682,23.09135666406708,2113.1696428571427
data_preprocessed\train\buka\buka48k-buka_16.wav.wav,buka,0.042330485,0.24877644,0.21525069,0.08782087053571429,1060.854961474346,1193.5627506737587,23.035913178791652,2143.0803571428573
data_preprocessed\train\buka\buka48k-buka_17.wav.wav,buka,0.042769376,0.24897572,0.21555798,0.07918526785714286,1046.200422621864,1164.8294978591166,23.069362141615063,2115.848214285714
data_preprocessed\train\buka\buka48k-buka_18.wav.wav,buka,0.04282163,0.24893513,0.21554177,0.07449776785714286,1044.737712538259,1161.7845909328496,23.11354962892689,2113.3928571428573
data_preprocessed\train\buka\buka48k-buka_19.wav.wav,buka,0.029964127,0.14584702,0.11989256,0.098583984375,955.7467210277875,1093.1783311334787,21.013117353743198,1702.8645833333333
data_preprocessed\train\buka\buka48k-buka_2.wav.wav,buka,0.029959045,0.14584586,0.1198897,0.09952799479166667,955.6995533863817,1093.0609784243577,21.040253218099547,1703.125
data_preprocessed\train\buka\buka48k-buka_20.wav.wav,buka,0.03062615,0.14819553,0.12323904,0.10917295258620689,959.6648426583573,1112.0219339891387,20.91697833699491,1707.4353448275863
data_preprocessed\train\buka\buka48k-buka_21.wav.wav,buka,0.041119322,0.24853402,0.21463712,0.10320870535714285,1116.3437876521855,1282.5256009849581,23.00226203127575,2290.625
data_preprocessed\train\buka\buka48k-buka_22.wav.wav,buka,0.042841807,0.24893963,0.21555229,0.07494419642857143,1044.4028861709564,1161.0427192462682,23.09135666406708,2113.1696428571427
data_preprocessed\train\buka\buka48k-buka_23.wav.wav,buka,0.0300193,0.14584817,0.1199127,0.09861653645833333,955.0521441617336,1091.7925670152974,21.03510918171172,1702.0833333333333
data_preprocessed\train\buka\buka48k-buka_24.wav.wav,buka,0.041119322,0.24853402,0.21463712,0.10320870535714285,1116.3437876521855,1282.5256009849581,23.00226203127575,2290.625
data_preprocessed\train\buka\buka48k-buka_25.wav.wav,buka,0.03000198,0.14584336,0.11990313,0.098681640625,955.2868632292464,1092.3574026457832,21.04976733342609,1702.34375
data_preprocessed\train\buka\buka48k-buka_26.wav.wav,buka,0.04278994,0.24892896,0.21552713,0.07885044642857143,1045.3249897933993,1163.0647763949958,23.07360417896468,2114.0625
data_preprocessed\train\buka\buka48k-buka_27.wav.wav,buka,0.029991772,0.1458502,0.11990474,0.09874674479166666,955.1389536937744,1091.8252853031265,21.079889226336768,1702.34375
data_preprocessed\train\buka\buka48k-buka_28.wav.wav,buka,-1.0,0.0,0.9942863,0.0,23.66105407807921,52.35409104614904,29.346306505709943,49.04149159663866
data_preprocessed\train\buka\buka48k-buka_29.wav.wav,buka,0.029929383,0.14580852,0.11985116,0.10008138020833333,956.1337299122993,1093.743856391104,21.057508202397237,1703.125
data_preprocessed\train\buka\buka48k-buka_3.wav.wav,buka,0.042753674,0.24893323,0.21551895,0.08087332589285715,1046.3692142131447,1165.3813179674357,23.01033830944379,2114.9553571428573
data_preprocessed\train\buka\buka48k-buka_30.wav.wav,buka,0.042746957,0.248911,0.21549837,0.08098493303571429,1046.174158507826,1164.8129257114922,23.026965778796,2115.848214285714
data_preprocessed\train\buka\buka48k-buka_31.wav.wav,buka,0.042530235,0.24880795,0.21534228,0.088671875,1052.2423020603474,1177.5372566046024,23.086107369408467,2125.8928571428573
data_preprocessed\train\buka\buka48k-buka_32.wav.wav,buka,0.040467344,0.24892446,0.21470773,0.11219308035714286,1149.0002956196129,1331.078211909248,22.837476410669233,2360.714285714286
data_preprocessed\train\buka\buka48k-buka_33.wav.wav,buka,0.042707983,0.2489179,0.21549061,0.08345424107142857,1047.383024611252,1167.2450077724618,23.10583293524766,2117.410714285714
data_preprocessed\train\buka\buka48k-buka_34.wav.wav,buka,0.02997691,0.1458401,0.11989167,0.09855143229166667,955.4323899229088,1092.45898876527,21.026152990078646,1702.8645833333333
data_preprocessed\train\buka\buka48k-buka_35.wav.wav,buka,0.042549822,0.24888122,0.21540916,0.088671875,1052.899933603028,1177.8489677127725,23.066144096274137,2129.2410714285716
data_preprocessed\train\buka\buka48k-buka_36.wav.wav,buka,0.04268497,0.24897288,0.2155273,0.08331473214285715,1048.6661843683619,1169.7947921684904,23.07603678380072,2119.4196428571427
data_preprocessed\train\buka\buka48k-buka_37.wav.wav,buka,0.029969707,0.14582045,0.11987426,0.09890950520833333,955.3607536581062,1092.1554105032405,20.98016300843684,1702.34375
data_preprocessed\train\buka\buka48k-buka_38.wav.wav,buka,0.04266441,0.24889062,0.21545495,0.08529575892857143,1048.6979481142046,1170.0106208709544,23.085414386037147,2118.526785714286
data_preprocessed\train\buka\buka48k-buka_39.wav.wav,buka,0.042827766,0.24895073,0.21555693,0.07473493303571428,1044.6922220429078,1161.7708517523577,23.079123399483585,2113.3928571428573
data_preprocessed\train\buka\buka48k-buka_4.wav.wav,buka,-1.0,0.0,0.9943944,0.0,23.244149329058644,51.65714793302741,29.341176152976896,48.59639830508475
data_preprocessed\train\buka\buka48k-buka_40.wav.wav,buka,0.029969528,0.14583421,0.1198845,0.09903971354166667,955.6495118196088,1092.6532629368019,20.962108355088557,1703.125
data_preprocessed\train\buka\buka48k-buka_41.wav.wav,buka,-1.0,0.0,0.9943944,0.0,23.244149329058644,51.65714793302741,29.341176152976896,48.59639830508475
data_preprocessed\train\buka\buka48k-buka_42.wav.wav,buka,0.029923636,0.14582793,0.11986379,0.09998372395833334,956.1810354153434,1094.0150015226075,21.048269103639072,1703.125
data_preprocessed\train\buka\buka48k-buka_43.wav.wav,buka,0.030006692,0.1458434,0.1199048,0.098388671875,955.0593361287897,1091.760980167644,20.994692892545025,1702.34375
data_preprocessed\train\buka\buka48k-buka_44.wav.wav,buka,0.042781677,0.24895452,0.21554509,0.07887834821428572,1045.5706454365363,1163.7067063570864,23.079285607510485,2114.7321428571427
data_preprocessed\train\buka\buka48k-buka_45.wav.wav,buka,0.029746203,0.14582866,0.1198014,0.10955403645833334,962.8180961559755,1108.0911610017963,20.84408883324461,1713.28125
data_preprocessed\train\buka\buka48k-buka_46.wav.wav,buka,0.029996859,0.14584965,0.11990592,0.09855143229166667,955.1770406848998,1092.0903058710294,20.9906061201002,1702.0833333333333
data_preprocessed\train\buka\buka48k-buka_47.wav.wav,buka,0.042807456,0.24895427,0.21555293,0.074609375,1045.093605778439,1162.6693074932318,23.057085538653716,2113.839285714286
data_preprocessed\train\buka\buka48k-buka_48.wav.wav,buka,0.042770594,0.24893929,0.2155292,0.079296875,1045.8454200958377,1164.1414776180718,23.03034269490747,2114.285714285714
data_preprocessed\train\buka\buka48k-buka_49.wav.wav,buka,0.03886439,0.2502052,0.2150945,0.12794363839285713,1243.4834235173716,1458.7633473041792,22.687572972546548,2535.4910714285716
data_preprocessed\train\buka\buka48k-buka_5.wav.wav,buka,0.029794162,0.14579958,0.11979535,0.10421549479166667,960.2893621493786,1102.7344678855995,20.996516292032748,1710.9375
data_preprocessed\train\buka\buka48k-buka_50.wav.wav,buka,0.042435605,0.24893083,0.21541312,0.09094587053571429,1057.0276788139772,1186.2654186041334,23.050723992234573,2137.723214285714
data_preprocessed\train\buka\buka48k-buka_51.wav.wav,buka,0.028497262,0.14691931,0.121339336,0.2246598868534483,1111.7729885949498,1358.9381170963309,20.121470430021258,2019.396551724138
data_preprocessed\train\buka\buka48k-buka_52.wav.wav,buka,0.042435605,0.24893083,0.21541312,0.09094587053571429,1057.0276788139772,1186.2654186041334,23.050723992234573,2137.723214285714
data_preprocessed\train\buka\buka48k-buka_53.wav.wav,buka,0.04281218,0.24891305,0.2155207,0.07472098214285715,1044.8747056390816,1161.8991104043732,23.09521502592294,2113.3928571428573
data_preprocessed\train\buka\buka48k-buka_54.wav.wav,buka,0.042721808,0.24888195,0.2154669,0.08088727678571428,1046.7075983935142,1165.8958214995912,23.01212553916405,2116.0714285714284
data_preprocessed\train\buka\buka48k-buka_55.wav.wav,buka,0.02994687,0.14582054,0.1198668,0.099267578125,955.9759549429231,1093.233704441454,20.928190133646325,1704.1666666666667
data_preprocessed\train\buka\buka48k-buka_56.wav.wav,buka,0.04259773,0.24889192,0.2154349,0.08666294642857143,1050.4671516110639,1173.7118261016412,23.197021548179336,2121.875
data_preprocessed\train\buka\buka48k-buka_57.wav.wav,buka,0.0424406,0.24886812,0.21536204,0.09116908482142858,1056.2955277216518,1184.8161121865003,23.07223249489882,2134.151785714286
data_preprocessed\train\buka\buka48k-buka_58.wav.wav,buka,-1.0,0.0,0.9942863,0.0,23.66105407807921,52.35409104614904,29.346306505709943,49.04149159663866
data_preprocessed\train\buka\buka48k-buka_59.wav.wav,buka,0.04249508,0.24888757,0.21539615,0.08971819196428571,1054.4202854020302,1181.3371247100306,23.034033439618575,2130.8035714285716
data_preprocessed\train\buka\buka48k-buka_6.wav.wav,buka,0.02976476,0.14577381,0.11976613,0.10665690104166667,961.3521472402368,1104.6115569179115,20.937139734004795,1711.1979166666667
data_preprocessed\train\buka\buka48k-buka_60.wav.wav,buka,0.04282163,0.24893513,0.21554177,0.07449776785714286,1044.737712538259,1161.7845909328496,23.11354962892689,2113.3928571428573
data_preprocessed\train\buka\buka48k-buka_61.wav.wav,buka,0.042817663,0.24892522,0.21553251,0.074609375,1044.618108331253,1161.5312679899969,23.082098063715744,2113.1696428571427
data_preprocessed\train\buka\buka48k-buka_62.wav.wav,buka,0.042703144,0.2489252,0.21549611,0.08345424107142857,1047.2604374811763,1167.1104363811503,23.049525773077995,2117.6339285714284
data_preprocessed\train\buka\buka48k-buka_63.wav.wav,buka,0.04156049,0.24883494,0.21502937,0.09767020089285715,1095.6425000320314,1252.0479727266295,23.036372707594094,2227.6785714285716
data_preprocessed\train\buka\buka48k-buka_64.wav.wav,buka,0.042753674,0.24893323,0.21551895,0.08087332589285715,1046.3692142131447,1165.3813179674357,23.01033830944379,2114.9553571428573
data_preprocessed\train\buka\buka48k-buka_65.wav.wav,buka,0.0300193,0.14584817,0.1199127,0.09861653645833333,955.0521441617336,1091.7925670152974,21.03510918171172,1702.0833333333333
data_preprocessed\train\buka\buka48k-buka_66.wav.wav,buka,0.029969528,0.14583421,0.1198845,0.09903971354166667,955.6495118196088,1092.6532629368019,20.962108355088557,1703.125
data_preprocessed\train\buka\buka48k-buka_67.wav.wav,buka,0.042642713,0.24891876,0.21546999,0.08512834821428572,1049.3491658879855,1171.3064294264877,23.07649164258353,2119.8660714285716
data_preprocessed\train\buka\buka48k-buka_68.wav.wav,buka,0.042825308,0.24892664,0.21553619,0.07473493303571428,1044.8388456172127,1161.875183126491,23.116057073633403,2113.839285714286
data_preprocessed\train\buka\buka48k-buka_69.wav.wav,buka,0.029848088,0.14578527,0.11980469,0.10128580729166667,958.1921403368538,1098.0078932784593,20.96624849427102,1707.03125
data_preprocessed\train\buka\buka48k-buka_7.wav.wav,buka,0.029992795,0.14584047,0.11989791,0.098779296875,955.1073211145339,1091.7714152952628,21.010993131428748,1702.34375
data_preprocessed\train\buka\buka48k-buka_70.wav.wav,buka,0.029920656,0.14582889,0.11986274,0.09962565104166667,956.1051854144076,1093.7111900087414,21.04145252098688,1703.3854166666667
data_preprocessed\train\buka\buka48k-buka_71.wav.wav,buka,0.042810466,0.2489177,0.21552421,0.07472098214285715,1044.9110169661744,1162.2064290909173,23.064794530369248,2113.1696428571427
data_preprocessed\train\buka\buka48k-buka_72.wav.wav,buka,0.029923636,0.14582793,0.11986379,0.09998372395833334,956.1810354153434,1094.0150015226075,21.048269103639072,1703.125
data_preprocessed\train\buka\buka48k-buka_73.wav.wav,buka,0.029964127,0.14584702,0.11989256,0.098583984375,955.7467210277875,1093.1783311334787,21.013117353743198,1702.8645833333333
data_preprocessed\train\buka\buka48k-buka_74.wav.wav,buka,0.04260179,0.24887349,0.21541785,0.08666294642857143,1050.4872648124442,1173.725313937743,23.07888862495697,2122.9910714285716
data_preprocessed\train\buka\buka48k-buka_75.wav.wav,buka,0.029887583,0.14582103,0.119844995,0.101513671875,957.0725537926018,1095.698387942972,21.011006253226896,1703.90625
data_preprocessed\train\buka\buka48k-buka_76.wav.wav,buka,0.042689584,0.24887565,0.21545191,0.08309151785714286,1047.4360865023298,1167.6209122543778,23.08400676194944,2116.964285714286
data_preprocessed\train\buka\buka48k-buka_77.wav.wav,buka,0.029763635,0.14573494,0.119735,0.10587565104166667,961.140343575967,1104.4523026892793,20.86933217295863,1711.9791666666667
data_preprocessed\train\buka\buka48k-buka_78.wav.wav,buka,0.042770594,0.24893929,0.2155292,0.079296875,1045.8454200958377,1164.1414776180718,23.03034269490747,2114.285714285714
data_preprocessed\train\buka\buka48k-buka_79.wav.wav,buka,0.030625222,0.14821301,0.123249486,0.10971174568965517,960.0363443691048,1112.6666241849555,20.825889178829232,1707.7047413793102
data_preprocessed\train\buka\buka48k-buka_8.wav.wav,buka,0.042815223,0.24892665,0.21553336,0.074609375,1044.8215314222605,1161.928477239119,23.052717662808586,2113.3928571428573
data_preprocessed\train\buka\buka48k-buka_80.wav.wav,buka,0.042828407,0.24892917,0.21553908,0.07449776785714286,1044.5990138441389,1161.5399199898125,23.079678819803455,2112.9464285714284
data_preprocessed\train\buka\buka48k-buka_81.wav.wav,buka,0.042724475,0.24896105,0.21553147,0.08099888392857142,1047.2418499181747,1167.0390424631926,22.99661024434137,2117.6339285714284
data_preprocessed\train\buka\buka48k-buka_82.wav.wav,buka,0.042742737,0.24893568,0.21551709,0.08045479910714286,1046.5378242176857,1165.7679301067396,23.087031088989267,2114.9553571428573
data_preprocessed\train\buka\buka48k-buka_83.wav.wav,buka,0.04268497,0.24897288,0.2155273,0.08331473214285715,1048.6661843683619,1169.7947921684904,23.07603678380072,2119.4196428571427
data_preprocessed\train\buka\buka48k-buka_84.wav.wav,buka,0.029883958,0.14581156,0.119836345,0.10154622395833333,956.9107103791952,1095.4247332596874,20.95314826671924,1704.4270833333333
data_preprocessed\train\buka\buka48k-buka_85.wav.wav,buka,0.042570155,0.24892929,0.2154545,0.08878348214285714,1051.9619300488414,1176.4586957924262,23.13314457480397,2126.339285714286
data_preprocessed\train\buka\buka48k-buka_86.wav.wav,buka,0.04282969,0.24892533,0.21553677,0.07472098214285715,1044.5112030147502,1161.3373483253217,23.069945719762035,2112.723214285714
data_preprocessed\train\buka\buka48k-buka_87.wav.wav,buka,0.04179035,0.24878412,0.21507603,0.09344308035714285,1084.228957731222,1233.4019867105608,23.077081857237676,2193.0803571428573
data_preprocessed\train\buka\buka48k-buka_88.wav.wav,buka,0.039170917,0.23375356,0.20260167,0.089447021484375,1049.1407054682186,1180.6724479283844,22.92591505345158,2112.060546875
data_preprocessed\train\buka\buka48k-buka_89.wav.wav,buka,0.032117598,0.15246771,0.12771755,0.09955303485576923,960.7951359261529,1099.8106705194257,20.956114371941126,1752.4038461538462
data_preprocessed\train\buka\buka48k-buka_9.wav.wav,buka,0.042707983,0.2489179,0.21549061,0.08345424107142857,1047.383024611252,1167.2450077724618,23.10583293524766,2117.410714285714
data_preprocessed\train\buka\buka48k-buka_90.wav.wav,buka,0.03935071,0.23384063,0.20272991,0.0838470458984375,1044.0762678980236,1169.1495815699527,23.010848402812957,2106.93359375
data_preprocessed\train\buka\buka48k-buka_91.wav.wav,buka,0.03195806,0.15248086,0.12767063,0.10597581129807693,964.9420386949199,1108.4918499799683,20.88304211719239,1756.610576923077
data_preprocessed\train\buka\buka48k-buka_92.wav.wav,buka,0.032147676,0.15245734,0.12771973,0.09865159254807693,960.4735097609243,1099.4404598062536,20.996425136758827,1751.5024038461538
data_preprocessed\train\buka\buka48k-buka_93.wav.wav,buka,0.03196865,0.152476,0.12767035,0.10601337139423077,964.2624347844271,1107.183260903495,20.790144819414206,1755.4086538461538
data_preprocessed\train\buka\buka48k-buka_94.wav.wav,buka,0.032172676,0.15246809,0.12773623,0.09835111177884616,960.2191729705471,1098.9153198681693,20.938363018523322,1751.201923076923
data_preprocessed\train\buka\buka48k-buka_95.wav.wav,buka,0.039474793,0.23385891,0.20278502,0.076568603515625,1041.8318752166429,1163.2912044929676,22.991425671620185,2105.224609375
data_preprocessed\train\buka\buka48k-buka_96.wav.wav,buka,0.03948965,0.23386897,0.20279795,0.07672119140625,1041.6596343660071,1162.9356169967073,23.060853367322686,2104.736328125
data_preprocessed\train\buka\buka48k-buka_97.wav.wav,buka,0.0320379,0.15239921,0.12763613,0.10195688100961539,961.9100219162776,1102.2835660857445,20.81323667010946,1753.3052884615386
data_preprocessed\train\buka\buka48k-buka_98.wav.wav,buka,0.030649077,0.14891902,0.12344843,0.10255940755208333,967.9664165650398,1099.9202842641105,20.80121466545206,1755.2083333333333
data_preprocessed\train\buka\buka48k-buka_99.wav.wav,buka,0.03037689,0.14883995,0.12329372,0.11228434244791667,974.2244403919731,1113.6876719425832,20.637988728476767,1761.3932291666667
data_preprocessed\train\tutup\tutup48k-tutup_0.wav.wav,tutup,0.023932984,0.14225064,0.1269324,0.16149259868421054,1765.5242205497325,1410.2402818698454,20.059563837524557,3140.2138157894738
