PC1,PC2,localization_class
2.117423988568782,2.3978063815550295,imU
2.021826105416424,-0.313037606090921,imU
3.1785341236437277,-0.14357099780913313,imU
1.9370562159864413,-0.5650521146244446,imU
2.9066841510462127,-0.20005496456776986,imU
1.5778178701882186,0.0954625595969187,imU
-1.7356998481535768,0.15768541964583052,imU
1.4598453562642764,-0.2755802736434538,imU
1.0146521093591931,1.3627949075315193,om
0.18973963029623633,1.189013006080265,om
0.9732051003503674,1.8293665424662635,om
-0.26337451080938185,1.3578914933335025,om
1.3473168164884757,1.4304876382452045,om
0.8889442977836999,1.9873200912945845,om
1.7376528926067611,1.6266546022041066,om
1.5724561435647424,1.410179147492041,om
1.113460819383433,1.0533712500270602,om
0.9023922811085109,1.8051928836033415,om
1.0332315988864536,1.4229115639959493,om
0.6334344744884576,0.6783062786334876,om
0.4787638125909266,0.4532288744290539,om
0.48466264786777274,1.1574910475122289,om
-0.10250400850391128,0.9078458555020898,om
2.3075876560589967,3.530652336138013,om
0.2840627184806495,1.093251733153472,om
0.39595773890008196,0.4683325811584665,om
0.7353181464532299,1.2208722294273426,om
0.45752770580395574,1.0311485702405974,om
-0.12253798493293565,4.45472929587968,omL
0.9053176995626198,3.2159958909042157,omL
0.8523984801803763,3.320054702477506,omL
0.9250854720028113,3.7596126926897933,omL
0.9523998256345116,3.389124854157145,omL
0.04302793172947695,0.5960925256115231,pp
0.6468424302444957,0.7233189631523912,pp
-0.16781265230045572,1.7491418162765748,pp
0.7058656096185488,1.5584720329924262,pp
0.27496959056024833,0.4151405468183989,pp
-0.4879134259733307,2.1201136027967076,pp
-0.00877919127887461,1.241897902603084,pp
0.2522444303420589,1.7277987683670861,pp
-0.10658679579333177,0.8984842700577411,pp
0.6055359952921129,1.799434826477611,pp
-0.539935089155727,0.7123845272214648,pp
0.3260759966376897,1.1863923469586084,pp
-0.3476688636925903,1.2637403660945457,pp
-0.7170068406828183,1.8542425591750848,pp
-0.38754466623227124,1.5360664503473418,pp
1.0951403914468976,1.0662281812994459,pp
-1.416516230565534,-0.4111685848311178,pp
0.5071944999754235,0.782156622170878,pp
0.1765594629642511,0.8067367199235549,pp
0.7222841766948987,1.5572355818545032,pp
0.027020425970394207,1.6660005012234806,pp
-0.5825898033347612,1.9244146401424402,pp
0.31947858390845685,1.062083612387916,pp
0.38189145171445515,1.80169262590257,pp
0.24175982971326054,1.3566747931012377,pp
0.05286907260962517,1.5259474484867344,pp
0.47057440639958675,0.3599017725350754,pp
0.26730512078115043,1.8297027394995518,pp
-0.35100182389221835,1.0014997439478401,pp
-0.8518828559963517,1.470763384147225,pp
2.331447658667201,0.02091160810241546,pp
0.3540483165910467,1.6450873474386318,pp
-0.7649217352507307,1.379490363010957,pp
-0.4388915437282409,1.6689727488715171,pp
0.03237843287499106,1.1962467667590848,pp
0.30599919590100805,0.5624046801224742,pp
-0.06342238691868375,1.1724022054257686,pp
0.027474366710844772,1.3929066042635905,pp
0.6558521874018143,0.9506316402095949,pp
0.15830316939196443,1.444700488288343,pp
-0.06374692855161435,1.3972199741337523,pp
-0.9288068216521136,-0.7540943616019476,pp
-0.005675380785643448,1.4894875039333189,pp
-0.8798936671636259,0.6543131079496407,pp
-0.22118909692752187,1.2925950322079933,pp
0.7216220262694263,0.874179934093403,pp
0.13532199981951082,-0.07668572806252685,pp
0.5382417352535882,0.8111143733449381,pp
-0.36613316752541086,0.9935894864656619,pp
-0.3972117111585632,0.7635759867050296,pp
-0.4231816771489797,0.7616836550997919,pp
0.47350747346168187,1.1247571128630323,pp
